case_id	edition	page	model	direction	representation	source_names	status	known_matching_size	upper_matching_size	known_deficiency	upper_deficiency	plants_without_known_units	plants_without_upper_units	independent_confirmation_leaves
IT2a|f103r|f103r.13-f103r.15|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	11	11	23	23	Flowers of Marigold | Fumitary | Ivy | Majoram | Mandrake | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Rosemary | Succory | Trifoile | black Hellebor | root of Mandrake	Flowers of Marigold | Fumitary | Ivy | Majoram | Mandrake | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Rosemary | Succory | Trifoile | black Hellebor | root of Mandrake	0
IT2a|f103r|f103r.13-f103r.15|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	10	10	24	24	Diacedon | Fennill | Frankincense | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy | root of Mandrake	Diacedon | Fennill | Frankincense | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy | root of Mandrake	0
IT2a|f103r|f103r.13-f103r.15|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	10	10	22	22	Fumitary | Ivy | Majoram | Mandrake | Marigold | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Succory | Trifoile | black Hellebor	Fumitary | Ivy | Majoram | Mandrake | Marigold | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Succory | Trifoile | black Hellebor	0
IT2a|f103r|f103r.13-f103r.15|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	9	9	23	23	Diacedon | Fennill | Frankincense | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy	Diacedon | Fennill | Frankincense | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy	0
IT2a|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f106v	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	13	13	21	21	Dragonwort | Flowers of Marigold | Fumitary | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Plantain | Sallendine | Savin | Succory | Trifoile | black Hellebor	Dragonwort | Flowers of Marigold | Fumitary | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Plantain | Sallendine | Savin | Succory | Trifoile | black Hellebor	0
IT2a|f106v|f106v.1-f106v.4|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f106v	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	13	13	21	21	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy | root of Mandrake	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy | root of Mandrake	0
IT2a|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f106v	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	11	11	21	21	Dragonwort | Fumitary | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Sallendine | Savin | Succory | Trifoile | black Hellebor	Dragonwort | Fumitary | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Sallendine | Savin | Succory | Trifoile | black Hellebor	0
IT2a|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f106v	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	12	12	20	20	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy	0
IT2a|f107r|f107r.1-f107r.3|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f107r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	8	8	26	26	Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Fumitary | Ivy | Mandrake | Mastick | Mugwort | Penyroial | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | black Hellebor | flowers of Perwinkle | long Aristolochy	Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Fumitary | Ivy | Mandrake | Mastick | Mugwort | Penyroial | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | black Hellebor | flowers of Perwinkle | long Aristolochy	0
IT2a|f107r|f107r.1-f107r.3|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f107r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	8	8	26	26	Bur | Comfrey | Diacedon | Fennill | Frankincense | Fumitary | Henbane | Horehound | Majoram | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Sage | Succory | Trifoile | flowers of Perwinkle | root of Mandrake	Bur | Comfrey | Diacedon | Fennill | Frankincense | Fumitary | Henbane | Horehound | Majoram | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Sage | Succory | Trifoile | flowers of Perwinkle | root of Mandrake	0
IT2a|f107r|f107r.1-f107r.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f107r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	7	7	25	25	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Ivy | Mandrake | Marigold | Mastick | Mugwort | Penyroial | Perwinkle | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | black Hellebor | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Ivy | Mandrake | Marigold | Mastick | Mugwort | Penyroial | Perwinkle | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | black Hellebor | long Aristolochy	0
IT2a|f107r|f107r.1-f107r.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f107r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	8	8	24	24	Bur | Comfrey | Diacedon | Fennill | Frankincense | Fumitary | Henbane | Horehound | Majoram | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Sage | Succory | Trifoile	Bur | Comfrey | Diacedon | Fennill | Frankincense | Fumitary | Henbane | Horehound | Majoram | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Sage | Succory | Trifoile	0
IT2a|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f107v	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	12	12	22	22	Fumitary | Ivy | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | long Aristolochy	Fumitary | Ivy | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | long Aristolochy	0
IT2a|f107v|f107v.1-f107v.4|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f107v	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	11	11	23	23	Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Saffron | Savin | Succory | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Saffron | Savin | Succory | Trifoile | long Aristolochy	0
IT2a|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f107v	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	10	10	22	22	Fumitary | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | long Aristolochy	Fumitary | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | long Aristolochy	0
IT2a|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f107v	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	9	9	23	23	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Saffron | Savin | Succory | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Saffron | Savin | Succory | Trifoile | long Aristolochy	0
IT2a|f108r|f108r.1-f108r.4|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f108r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	9	25	25	Flowers of Marigold | Fumitary | Ivy | Majoram | Mandrake | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Saffron | Sage | Succory | Trifoile | flowers of Perwinkle | long Aristolochy | root of Mandrake	Flowers of Marigold | Fumitary | Ivy | Majoram | Mandrake | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Saffron | Sage | Succory | Trifoile | flowers of Perwinkle | long Aristolochy | root of Mandrake	0
IT2a|f108r|f108r.1-f108r.4|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f108r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	10	10	24	24	Diacedon | Fennill | Flowers of Marigold | Frankincense | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Sage | Succory | Trifoile | black Hellebor | flowers of Perwinkle	Diacedon | Fennill | Flowers of Marigold | Frankincense | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Sage | Succory | Trifoile | black Hellebor | flowers of Perwinkle	0
IT2a|f108r|f108r.1-f108r.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f108r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	9	9	23	23	Fumitary | Ivy | Majoram | Mandrake | Marigold | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Saffron | Sage | Succory | Trifoile | long Aristolochy	Fumitary | Ivy | Majoram | Mandrake | Marigold | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Saffron | Sage | Succory | Trifoile | long Aristolochy	0
IT2a|f108r|f108r.1-f108r.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f108r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	10	10	22	22	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Sage | Succory | Trifoile | black Hellebor	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Sage | Succory | Trifoile | black Hellebor	0
IT2a|f108r|f108r.5-f108r.7|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f108r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	9	25	25	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Ivy | Majoram | Mandrake | Mastick | Mugwort | Nip | Plantain | Quadraginus | Rosemary | Sallendine | Savin | Succory | Trifoile | root of Mandrake	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Ivy | Majoram | Mandrake | Mastick | Mugwort | Nip | Plantain | Quadraginus | Rosemary | Sallendine | Savin | Succory | Trifoile | root of Mandrake	0
IT2a|f108r|f108r.5-f108r.7|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f108r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	9	9	25	25	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Mandrake | Mastick | Mint | Mugwort | Plantain | Quadraginus | Sallendine | Savin | Succory | Trifoile | black Hellebor	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Mandrake | Mastick | Mint | Mugwort | Plantain | Quadraginus | Sallendine | Savin | Succory | Trifoile | black Hellebor	0
IT2a|f108r|f108r.5-f108r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f108r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	8	8	24	24	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Ivy | Majoram | Mandrake | Mastick | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Rosemary | Sallendine | Savin | Succory | Trifoile	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Ivy | Majoram | Mandrake | Mastick | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Rosemary | Sallendine | Savin | Succory | Trifoile	0
IT2a|f108r|f108r.5-f108r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f108r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	8	8	24	24	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Mandrake | Mastick | Mint | Mugwort | Perwinkle | Plantain | Quadraginus | Sallendine | Savin | Succory | Trifoile | black Hellebor	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Mandrake | Mastick | Mint | Mugwort | Perwinkle | Plantain | Quadraginus | Sallendine | Savin | Succory | Trifoile | black Hellebor	0
IT2a|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f113r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	9	25	25	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Horehound | Ivy | Mandrake | Mastick | Mint | Mugwort | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Horehound | Ivy | Mandrake | Mastick | Mint | Mugwort | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	0
IT2a|f113r|f113r.1-f113r.3|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f113r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	11	11	23	23	Bur | Comfrey | Diacedon | Fennill | Frankincense | Henbane | Horehound | Ivy | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Plantain | Quadraginus | Rosemary | Sallendine | Succory	Bur | Comfrey | Diacedon | Fennill | Frankincense | Henbane | Horehound | Ivy | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Plantain | Quadraginus | Rosemary | Sallendine | Succory	0
IT2a|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f113r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	8	8	24	24	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Horehound | Ivy | Mandrake | Mastick | Mint | Mugwort | Perwinkle | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Horehound | Ivy | Mandrake | Mastick | Mint | Mugwort | Perwinkle | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	0
IT2a|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f113r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	9	9	23	23	Bur | Comfrey | Diacedon | Fennill | Frankincense | Henbane | Horehound | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Sallendine | Succory	Bur | Comfrey | Diacedon | Fennill | Frankincense | Henbane | Horehound | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Sallendine | Succory	0
IT2a|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f113r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	9	25	25	Diacedon | Fennill | Flowers of Marigold | Frankincense | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Plantain | Rosemary | Saffron | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	Diacedon | Fennill | Flowers of Marigold | Frankincense | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Plantain | Rosemary | Saffron | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	0
IT2a|f113r|f113r.4-f113r.7|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f113r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	10	10	24	24	Dragonwort | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	Dragonwort | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	0
IT2a|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f113r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	8	8	24	24	Diacedon | Fennill | Frankincense | Horehound | Ivy | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	Diacedon | Fennill | Frankincense | Horehound | Ivy | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
IT2a|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f113r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	10	10	22	22	Dragonwort | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy	Dragonwort | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy	0
IT2a|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f113v	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	9	25	25	Flowers of Marigold | Fumitary | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy	Flowers of Marigold | Fumitary | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy	0
IT2a|f113v|f113v.1-f113v.3|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f113v	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	9	9	25	25	Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Horehound | Majoram | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy | root of Mandrake	Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Horehound | Majoram | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy | root of Mandrake	0
IT2a|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f113v	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	8	8	24	24	Fumitary | Ivy | Mandrake | Marigold | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy	Fumitary | Ivy | Mandrake | Marigold | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy	0
IT2a|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f113v	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	7	7	25	25	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Majoram | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Majoram | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy	0
ZL3b|f103r|f103r.1-f103r.4|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	6	17	28	17	Bur | Comfrey | Flowers of Marigold | Henbane | Horehound | Majoram | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Plantain | Quadraginus | Sage | Succory | Trifoile | black Hellebor | flowers of Perwinkle | root of Mandrake	Bur | Comfrey | Flowers of Marigold | Henbane | Majoram | Mandrake | Mugwort | Nip | Penyroial | Perwinkle | Plantain | Quadraginus | Sage | Trifoile | root of Mandrake	0
ZL3b|f103r|f103r.1-f103r.4|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	6	17	28	17	Dragonwort | Flowers of Marigold | Ivy | Majoram | Mandrake | Mastick | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Saffron | Sage | Sallendine | Savin | Succory | Trifoile | black Hellebor | flowers of Perwinkle | long Aristolochy | root of Mandrake	Dragonwort | Flowers of Marigold | Mandrake | Mastick | Mugwort | Penyroial | Perwinkle | Sage | Sallendine | Savin | Trifoile | black Hellebor	0
ZL3b|f103r|f103r.1-f103r.4|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	6	16	26	16	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Plantain | Quadraginus | Sage | Succory | Trifoile | black Hellebor	Bur | Comfrey | Henbane | Majoram | Mandrake | Marigold | Mugwort | Nip | Penyroial | Perwinkle | Plantain | Quadraginus | Sage | Trifoile	0
ZL3b|f103r|f103r.1-f103r.4|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	6	15	26	17	Dragonwort | Ivy | Majoram | Mandrake | Marigold | Mastick | Mugwort | Nip | Penyroial | Perwinkle | Rosemary | Saffron | Sage | Sallendine | Savin | Succory | Trifoile | black Hellebor | long Aristolochy	Dragonwort | Mandrake | Marigold | Mastick | Mugwort | Penyroial | Perwinkle | Sage | Sallendine | Savin | Trifoile | black Hellebor	0
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	10	19	24	15	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Mandrake | Matry-silva | Milky Thistle | Mugwort | Savin | Succory | black Hellebor | flowers of Perwinkle	Dragonwort | Fumitary | Mugwort | Savin | Succory | flowers of Perwinkle	0
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	9	21	25	13	Diacedon | Fennill | Frankincense | Fumitary | Majoram | Mandrake | Mugwort | Nip | Plantain | Saffron | Succory | Trifoile | flowers of Perwinkle | long Aristolochy | root of Mandrake	Diacedon | Fennill | Frankincense | Mugwort | Plantain | Succory | flowers of Perwinkle	0
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	10	19	22	13	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Savin | Succory | black Hellebor	Dragonwort | Fumitary | Mandrake | Mugwort | Perwinkle | Savin | Succory	0
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	9	21	23	11	Diacedon | Fennill | Frankincense | Fumitary | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Saffron | Succory | Trifoile | long Aristolochy	Diacedon | Fennill | Frankincense | Mugwort | Perwinkle | Plantain | Succory	0
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	11	18	23	16	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Mint | Mugwort | Saffron | Sallendine | Succory | Trifoile | black Hellebor | long Aristolochy	Horehound | Mandrake | Mastick | Mint | Mugwort | Saffron | Sallendine | Succory | long Aristolochy	0
