locus	selected_path_id	source	segmentation	rule
f111v.20	f111v.20|P01	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	shain | qokal | shar | qoteal | qotain | chedy | qotain | shcthy | qokshedy | qotain | ar	source-symbol stream
f111v.21	f111v.21|P01	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair | air | ain | qol | rar | ain | cheey | lkeey | lkain | cheokain | sheo | qo | qokain | chear | alam	source-symbol stream
f111v.22	f111v.22|P01	saiin ychear olsheey chetain chedy qokain okain al chan okalchey lkeeey	saiin | ychear | olsheey | chetain | chedy | qokain | okain | al | chan | okalchey | lkeeey	source-symbol stream
f111v.23	f111v.23|P01	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	qokaiin | sheckhy | qokar | chalkain | chckhedy | lcheol | okaiin | qokain | cheol | daiin | lam	source-symbol stream
f111v.24	f111v.24|P01	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	cheodain | qokar | otain | chedy | lkain | chey | shckhy | qokl | chedy | qokar | chctham	source-symbol stream
f111v.25	f111v.25|P01	tair alchedar shykaiin chd	tair | alchedar | shykaiin | chd	source-symbol stream
f111v.26	f111v.26|P01	polar ar okshey qokain chey kal keedy qopchedy qopchey ltchs alpchdar	polar | ar | okshey | qokain | chey | kal | keedy | qopchedy | qopchey | ltchs | alpchdar	source-symbol stream
f111v.27	f111v.27|P01	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	ol | sheey | tsheey | alkar | sheey | otain | ches | shy | qokl | chey | qoklcheor | ldar | llo	source-symbol stream
f111v.28	f111v.28|P01	qorchain okain chear lkain	qorchain | okain | chear | lkain	source-symbol stream
f111v.29	f111v.29|P01	polkiin cheopaiin otain shedy pchedy opcheedy qokain chcfhey otchey lldy	polkiin | cheopaiin | otain | shedy | pchedy | opcheedy | qokain | chcfhey | otchey | lldy	source-symbol stream
f111v.3	f111v.3|P01	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim	dain | chedy | shedal | otedy | oteey | chedy | qokeey | dain | chcthar | otar | qotain | otaim	source-symbol stream
f111v.30	f111v.30|P01	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	shokar | okeokain | sheekain | qokain | chechey | qokeey | qetain | otain | ar | lkain | lky	source-symbol stream
f111v.31	f111v.31|P01	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	pochey | oteain | chekain | cheal | lain | chey | qokain | chey | lkain | chal | ldy | llm	source-symbol stream
f111v.32	f111v.32|P01	tar chey tain chkar alkar chey qol chedy okain chey l cheey charan	tar | chey | tain | chkar | alkar | chey | qol | chedy | okain | chey | l | cheey | charan	source-symbol stream
f111v.33	f111v.33|P01	y sheeil oair ain okan sheain y qokan chan aman cheal char	y | sheeil | oair | ain | okan | sheain | y | qokan | chan | aman | cheal | char	source-symbol stream
f111v.34	f111v.34|P01	polar okar teody qokain talol tarol opchedy qotar otar chtal sam	polar | okar | teody | qokain | talol | tarol | opchedy | qotar | otar | chtal | sam	source-symbol stream
f111v.35	f111v.35|P01	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	oain | okaiin | chcthy | lkain | lchey | lshekain | qotal | shedy | chkeey | lkeeed | lkain | y	source-symbol stream
f111v.36	f111v.36|P01	shain okaiin chey qokar ar ar ain olr ar olor	shain | okaiin | chey | qokar | ar | ar | ain | olr | ar | olor	source-symbol stream
f111v.37	f111v.37|P01	polchey lkarshar ykain qokain shalky dy tor chey keedy lteedy r aldl	polchey | lkarshar | ykain | qokain | shalky | dy | tor | chey | keedy | lteedy | r | aldl	source-symbol stream
f111v.38	f111v.38|P01	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	ycheey | o | aiin | checkhey | otain | qotl | chear | chedy | qokeey | okeedy | lkeey	source-symbol stream
f111v.39	f111v.39|P01	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	dsheey | qokal | chedy | chcthy | qokain | chedy | lkeey | shey | qokain | chedy | lchdy	source-symbol stream
f111v.4	f111v.4|P01	daiin chey chokedair air alo lshedy qotedy qokedar oteedy okedy chedy lkam	daiin | chey | chokedair | air | alo | lshedy | qotedy | qokedar | oteedy | okedy | chedy | lkam	source-symbol stream
f111v.40	f111v.40|P01	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl	ykeeey | lkain | chckhy | chokain | chckhal | sheckhedy | qokeey | qokeedy | lchsl	source-symbol stream
f111v.41	f111v.41|P01	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	oteey | l | chedy | teeedy | lkeey | oteedy | okedy | chedy | qokeey | checthy | qotal	source-symbol stream
f111v.42	f111v.42|P01	cheeo l keey chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo | l | keey | chear | qokeain | okeeor | cheedy | okain | chedy | chedy | teedy | lcheam	source-symbol stream
f111v.43	f111v.43|P01	ycheo daiin sheeky chokeal sheekar okaiin otain chear alo laiin chotag	ycheo | daiin | sheeky | chokeal | sheekar | okaiin | otain | chear | alo | laiin | chotag	source-symbol stream
f111v.44	f111v.44|P01	dain teeodain cheeal olaiin or	dain | teeodain | cheeal | olaiin | or	source-symbol stream
f111v.45	f111v.45|P01	pollaiin okain sheal pchedain opchey polshy okshey opchedy qopchair alky	pollaiin | okain | sheal | pchedain | opchey | polshy | okshey | opchedy | qopchair | alky	source-symbol stream
f111v.46	f111v.46|P01	sol chey lkeey rolkeey chckhy okeeey lchedy lkeain checthy qotainaly	sol | chey | lkeey | rolkeey | chckhy | okeeey | lchedy | lkeain | checthy | qotainaly	source-symbol stream
f111v.47	f111v.47|P01	sain cheey qokeey cheytain olain ykeeedy chekain chckhey lchar	sain | cheey | qokeey | cheytain | olain | ykeeedy | chekain | chckhey | lchar	source-symbol stream
f111v.48	f111v.48|P01	psalar cheey qekal cheykaiin tain chal al skaiin okchedy opchdal opchy	psalar | cheey | qekal | cheykaiin | tain | chal | al | skaiin | okchedy | opchdal | opchy	source-symbol stream
f111v.49	f111v.49|P01	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	soiry | cheey | chkain | chal | lor | sheey | qokain | okain | chey | qokain | o | keey	source-symbol stream
f111v.5	f111v.5|P01	qokeed o aiin otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal lol	qokeed | o | aiin | otedy | qokedy | chedy | qokeey | qokeedy | qokeol | shedy | qotedal | lol	source-symbol stream
f111v.50	f111v.50|P01	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	shaiin | qoiiin | okain | chey | qokeeey | okain | chees | ar | ol | loeees | otain | or	source-symbol stream
f111v.51	f111v.51|P01	sain cheal chckhy okain okal aiin choty chckhy	sain | cheal | chckhy | okain | okal | aiin | choty | chckhy	source-symbol stream
f111v.6	f111v.6|P01	okeeo okchor oteedy cheal qokeey lkeey chol l kaiin oteedaiin as alkeedym	okeeo | okchor | oteedy | cheal | qokeey | lkeey | chol | l | kaiin | oteedaiin | as | alkeedym	source-symbol stream
f111v.7	f111v.7|P01	qokeechey qokaiin oteaiin fcheeo l kain okeey l lcheedy otal kain chedain al	qokeechey | qokaiin | oteaiin | fcheeo | l | kain | okeey | l | lcheedy | otal | kain | chedain | al	source-symbol stream
f111v.8	f111v.8|P01	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	sho | otchey | cheol | kechy | chcthey | okain | ol | l | keey | qokain | checkhy | chedar | am	source-symbol stream
f111v.9	f111v.9|P01	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	lshey | shedal | okear | l | kedy | cheolkeey | lkey | okeey | qokeey | qokey | qokain | am	source-symbol stream
f112r.1	f112r.1|P01	folchey qokeey ykair arally oteedal or aiin chcphy	folchey | qokeey | ykair | arally | oteedal | or | aiin | chcphy	source-symbol stream
f112r.10	f112r.10|P01	dair al chedy qodain dam	dair | al | chedy | qodain | dam	source-symbol stream
f112r.11	f112r.11|P01	tchedy qoteey qeol qokeey otey qokeey qokedy chotyr	tchedy | qoteey | qeol | qokeey | otey | qokeey | qokedy | chotyr	source-symbol stream
f112r.12	f112r.12|P01	dchedy qo otchedy chdy qokeey qotain oteedy oteey ror	dchedy | qo | otchedy | chdy | qokeey | qotain | oteedy | oteey | ror	source-symbol stream
f112r.13	f112r.13|P01	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy	sor | aiin | chdy | ches | qokeey | okeey | otaiin | chcthy | oteey | dy	source-symbol stream
f112r.14	f112r.14|P01	soarar al chey otaiin okeedy qokeey	soarar | al | chey | otaiin | okeedy | qokeey	source-symbol stream
f112r.15	f112r.15|P01	poar alchar octhy otedy qokeedy okedy pchedy opamdy	poar | alchar | octhy | otedy | qokeedy | okedy | pchedy | opamdy	source-symbol stream
f112r.16	f112r.16|P01	solol shedy shol qokeey qokeeey qokedain otain ar amchg	solol | shedy | shol | qokeey | qokeeey | qokedain | otain | ar | amchg	source-symbol stream
f112r.17	f112r.17|P01	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	qoeeear | she | olkeear | cheey | qor | cheo | ral | cheey | qokey | teey | am	source-symbol stream
f112r.18	f112r.18|P01	saiin al key chey dalchd aiin okal chody chedy cham	saiin | al | key | chey | dalchd | aiin | okal | chody | chedy | cham	source-symbol stream
f112r.19	f112r.19|P01	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	polchdy | o | l | otal | y | raiin | sheky | qeey | qokey | qokeey | qoky | am	source-symbol stream
f112r.2	f112r.2|P01	saiin oar qolkaiin otail ol olaiin chol otar	saiin | oar | qolkaiin | otail | ol | olaiin | chol | otar	source-symbol stream
f112r.20	f112r.20|P01	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	qoaiin | or | aiin | cheol | keody | qol | keol | okeeey | dal | aiin | ody	source-symbol stream
f112r.21	f112r.21|P01	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy	sol | keedy | raiin | chcthey | okeedy | qoteedy | qeey | rair | al | sy	source-symbol stream
f112r.22	f112r.22|P01	daichy lchedy qoinal	daichy | lchedy | qoinal	source-symbol stream
f112r.23	f112r.23|P01	qoain qoiin olcheedy dairiy teedy qopol chdy oteor octhdy otychey	qoain | qoiin | olcheedy | dairiy | teedy | qopol | chdy | oteor | octhdy | otychey	source-symbol stream
f112r.24	f112r.24|P01	cheeteey qokeeey lkeey okeedykey lkedy qokedy otedy otedy lo	cheeteey | qokeeey | lkeey | okeedykey | lkedy | qokedy | otedy | otedy | lo	source-symbol stream
f112r.25	f112r.25|P01	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey	tedain | shedy | ochor | okchd | ykedy | kedy | chor | aiin | cheety | chcthy | okey	source-symbol stream
f112r.26	f112r.26|P01	tockhy chedy chedam	tockhy | chedy | chedam	source-symbol stream
f112r.27	f112r.27|P01	pcholkeedy okchoiiin aky opchedy kolfchdy opchedy lky shty	pcholkeedy | okchoiiin | aky | opchedy | kolfchdy | opchedy | lky | shty	source-symbol stream
f112r.28	f112r.28|P01	ysheedy sheokeedy qokeedy qokain oteedy chckhy ytchedy sharam	ysheedy | sheokeedy | qokeedy | qokain | oteedy | chckhy | ytchedy | sharam	source-symbol stream
f112r.29	f112r.29|P01	sar aiin olshedy chokeey sal okaiin oteey qokeey olor al chealy	sar | aiin | olshedy | chokeey | sal | okaiin | oteey | qokeey | olor | al | chealy	source-symbol stream
f112r.3	f112r.3|P01	or chedar cheey oteedy oteedy otaiin oty odys	or | chedar | cheey | oteedy | oteedy | otaiin | oty | odys	source-symbol stream
f112r.30	f112r.30|P01	tar ar cheokey okeody chol ol chedy qokedy cheom	tar | ar | cheokey | okeody | chol | ol | chedy | qokedy | cheom	source-symbol stream
f112r.31	f112r.31|P01	pair al keolor okaiin otain oteey lchedy okeeor oteor karainy	pair | al | keolor | okaiin | otain | oteey | lchedy | okeeor | oteor | karainy	source-symbol stream
f112r.32	f112r.32|P01	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	sor | ar | al | ar | s | alkeeor | ol | shedy | okeechy | qoiiin | oteey | ched | alam	source-symbol stream
f112r.33	f112r.33|P01	sarol okcheey cphedy shckhey okeeor chedy shdal	sarol | okcheey | cphedy | shckhey | okeeor | chedy | shdal	source-symbol stream
f112r.34	f112r.34|P01	pair ar l shdar okechedy qokar aram qotedy araiin qokchdy opary	pair | ar | l | shdar | okechedy | qokar | aram | qotedy | araiin | qokchdy | opary	source-symbol stream
f112r.35	f112r.35|P01	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	sain | olaiin | qopchdy | qoky | okeal | chedy | okeey | otedy | ar | ar | okeedy	source-symbol stream
f112r.36	f112r.36|P01	sain ol checkhy olchain okeey olam	sain | ol | checkhy | olchain | okeey | olam	source-symbol stream
f112r.37	f112r.37|P01	pam okaiin olkedy okedy okeey okeedy keedar otear shkear qoky	pam | okaiin | olkedy | okedy | okeey | okeedy | keedar | otear | shkear | qoky	source-symbol stream
f112r.38	f112r.38|P01	sar ain olkeear okeody qokiin oteedy qokey okal okedy	sar | ain | olkeear | okeody | qokiin | oteedy | qokey | okal | okedy	source-symbol stream
f112r.39	f112r.39|P01	polkeedy qopal otedy opal aiin okaiiin sheody yteokar ogom	polkeedy | qopal | otedy | opal | aiin | okaiiin | sheody | yteokar | ogom	source-symbol stream
f112r.4	f112r.4|P01	qokeedy chokain otain otar chedy taim oram	qokeedy | chokain | otain | otar | chedy | taim | oram	source-symbol stream
f112r.40	f112r.40|P01	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	sain | okal | lkeedy | okar | okchedy | qokal | keedy | chkey | oty | oral	source-symbol stream
f112r.41	f112r.41|P01	yshesy alain cheey okchey qokchy okchaiin ykeeor okeey ory	yshesy | alain | cheey | okchey | qokchy | okchaiin | ykeeor | okeey | ory	source-symbol stream
f112r.42	f112r.42|P01	pol ar shedy qokaiin y okeedy qotal chody oteody araryteop	pol | ar | shedy | qokaiin | y | okeedy | qotal | chody | oteody | araryteop	source-symbol stream
f112r.43	f112r.43|P01	yteeo r aiin okar opor aiin ycheedy qeedar yteeey sheor oteeg	yteeo | r | aiin | okar | opor | aiin | ycheedy | qeedar | yteeey | sheor | oteeg	source-symbol stream
f112r.44	f112r.44|P01	sar ain qokoekeeey yk koeechey okeeedy alair akcheey ar arody	sar | ain | qokoekeeey | yk | koeechey | okeeedy | alair | akcheey | ar | arody	source-symbol stream
f112r.45	f112r.45|P01	yor aiin o keeey teey shkar oteeedyqokeey okeey okary oin yky	yor | aiin | o | keeey | teey | shkar | oteeedyqokeey | okeey | okary | oin | yky	source-symbol stream
f112r.5	f112r.5|P01	otair o kody otody otal okeeey otar am oain oy	otair | o | kody | otody | otal | okeeey | otar | am | oain | oy	source-symbol stream
f112r.6	f112r.6|P01	chedal oteedy okeey qokeedy olkeedy oteeyoram	chedal | oteedy | okeey | qokeedy | olkeedy | oteeyoram	source-symbol stream
f112r.7	f112r.7|P01	taiin olkeedy qoteo l oeey keey qokeey oteedyram	taiin | olkeedy | qoteo | l | oeey | keey | qokeey | oteedyram	source-symbol stream
f112r.8	f112r.8|P01	sairo r eedy chol qotchedy dody qokeeey dairam	sairo | r | eedy | chol | qotchedy | dody | qokeeey | dairam	source-symbol stream
f112r.9	f112r.9|P01	saiin ol okeey qokeey y chedy teedy qokchy qokar y	saiin | ol | okeey | qokeey | y | chedy | teedy | qokchy | qokar | y	source-symbol stream
f112v.1	f112v.1|P01	keeoal chool opal otalair y fcheol oteey qor eees am	keeoal | chool | opal | otalair | y | fcheol | oteey | qor | eees | am	source-symbol stream
f112v.10	f112v.10|P01	dain sheey okchedy oror	dain | sheey | okchedy | oror	source-symbol stream
f112v.11	f112v.11|P01	tchor aiin odeedy oteeey qokey lody chcfhy ochos aiin olky	tchor | aiin | odeedy | oteeey | qokey | lody | chcfhy | ochos | aiin | olky	source-symbol stream
f112v.12	f112v.12|P01	daiin al olkeedain oteey sheeol qokeedy qochaiin oteey qoty	daiin | al | olkeedain | oteey | sheeol | qokeedy | qochaiin | oteey | qoty	source-symbol stream
f112v.13	f112v.13|P01	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	dcheoty | oy | otchedy | chedy | daiin | chedal | chedy | qokaiin | otam	source-symbol stream
f112v.14	f112v.14|P01	sain air a ykeedain qokeedy chedaiin aloin	sain | air | a | ykeedain | qokeedy | chedaiin | aloin	source-symbol stream
f112v.15	f112v.15|P01	pchodain okeedy qokeedy olkeedy qokain sheey qokedar aiin am	pchodain | okeedy | qokeedy | olkeedy | qokain | sheey | qokedar | aiin | am	source-symbol stream
f112v.16	f112v.16|P01	saiin okeey sheey qoteedy qokey chedy qokeey qokeey chdaly	saiin | okeey | sheey | qoteedy | qokey | chedy | qokeey | qokeey | chdaly	source-symbol stream
f112v.17	f112v.17|P01	daiin chear chedy chy keedy chdaiin cheedy qokain otaldal	daiin | chear | chedy | chy | keedy | chdaiin | cheedy | qokain | otaldal	source-symbol stream
f112v.18	f112v.18|P01	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	saiin | or | aiin | chey | qokeedy | qokeeey | qokeeody | qotam | olaiin | am	source-symbol stream
f112v.19	f112v.19|P01	s arain ain al qoeeey qoteo ar aiiinol chalor	s | arain | ain | al | qoeeey | qoteo | ar | aiiinol | chalor	source-symbol stream
f112v.2	f112v.2|P01	oar oral okeeshy qokeey okain qokal okeol oty oraiin	oar | oral | okeeshy | qokeey | okain | qokal | okeol | oty | oraiin	source-symbol stream
f112v.20	f112v.20|P01	pchoraiin ar alchedy olkeedy qokedy qotaiin chocthedy saisal	pchoraiin | ar | alchedy | olkeedy | qokedy | qotaiin | chocthedy | saisal	source-symbol stream
f112v.21	f112v.21|P01	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	saiin | chekain | cheol | qoeedy | chol | keedy | qokaiin | shedy | qokeol | kain	source-symbol stream
f112v.22	f112v.22|P01	soiin ol cheol chedy qokeey chetain	soiin | ol | cheol | chedy | qokeey | chetain	source-symbol stream
f112v.23	f112v.23|P01	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	ycheol | keeor | olkeeey | chedain | ol | cheedaiin | sheedy | qokeedy | qotain	source-symbol stream
f112v.24	f112v.24|P01	soiin or okain otchedy qokeedy eeedeeg ckhedy cheedaiin cheedy	soiin | or | okain | otchedy | qokeedy | eeedeeg | ckhedy | cheedaiin | cheedy	source-symbol stream
f112v.25	f112v.25|P01	pchdaiin shedy otaiin cheedy qokeeey l keeedy cheey lor eeedy qokeey	pchdaiin | shedy | otaiin | cheedy | qokeeey | l | keeedy | cheey | lor | eeedy | qokeey	source-symbol stream
f112v.26	f112v.26|P01	ychedal checkhey checkhy cheeol qokeedy qoteosam chos	ychedal | checkhey | checkhy | cheeol | qokeedy | qoteosam | chos	source-symbol stream
f112v.27	f112v.27|P01	pchodain aiin teeedy qoeey okeedy qokeear al okedal olkeedy qotedy	pchodain | aiin | teeedy | qoeey | okeedy | qokeear | al | okedal | olkeedy | qotedy	source-symbol stream
f112v.28	f112v.28|P01	shey keedal aiin cheol keeeody qoiin ykeey qokeeey ykeey qoeey qokaim	shey | keedal | aiin | cheol | keeeody | qoiin | ykeey | qokeeey | ykeey | qoeey | qokaim	source-symbol stream
f112v.29	f112v.29|P01	sheey qoeekain ol kain alor chedal sheody	sheey | qoeekain | ol | kain | alor | chedal | sheody	source-symbol stream
f112v.3	f112v.3|P01	qokeeor ar sheey or ar aiiin okeey l keeody sheedy qotam	qokeeor | ar | sheey | or | ar | aiiin | okeey | l | keeody | sheedy | qotam	source-symbol stream
f112v.30	f112v.30|P01	polor sheedy okeedey sal aiin sheedar okedy qopchedy dalkedy opchdy	polor | sheedy | okeedey | sal | aiin | sheedar | okedy | qopchedy | dalkedy | opchdy	source-symbol stream
f112v.31	f112v.31|P01	tar aiin okeear oteody arar	tar | aiin | okeear | oteody | arar	source-symbol stream
f112v.32	f112v.32|P01	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeo r a	tchedor | shee | keedy | otedar | checphey | qopchedy | qopcheey | kar | opcheeo | r | a	source-symbol stream
f112v.33	f112v.33|P01	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol	or | cheeor | okeedy | qokedy | qokeedy | chedaiin | okeeedy | otaiin | cheekey | chol	source-symbol stream
f112v.34	f112v.34|P01	saiin chedaiin checkhy lkeedy qokeedy chkaiin checkhol chdam	saiin | chedaiin | checkhy | lkeedy | qokeedy | chkaiin | checkhol | chdam	source-symbol stream
f112v.35	f112v.35|P01	pched shedain qokaiin okees chedy checkhy	pched | shedain | qokaiin | okees | chedy | checkhy	source-symbol stream
f112v.36	f112v.36|P01	tchede okeey lky shedaiiin chdy qokeedy cheky lkedy qotedy raram	tchede | okeey | lky | shedaiiin | chdy | qokeedy | cheky | lkedy | qotedy | raram	source-symbol stream
f112v.37	f112v.37|P01	teedal sain ar otaiin shedy qokedaiin ar qokaiin chol kedy qokam	teedal | sain | ar | otaiin | shedy | qokedaiin | ar | qokaiin | chol | kedy | qokam	source-symbol stream
f112v.38	f112v.38|P01	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	sa | ar | oiin | okchey | al | chedy | chol | otaiin | chedar | lkain | cheo | dain	source-symbol stream
f112v.39	f112v.39|P01	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd	teodarody | opcheed | okaiin | chaiin | otam | oteedy | qoteey | qotain | chcthd	source-symbol stream
f112v.4	f112v.4|P01	shody qo oeeeody oteey qokeedy okeey qokeedy qoky am	shody | qo | oeeeody | oteey | qokeedy | okeey | qokeedy | qoky | am	source-symbol stream
f112v.40	f112v.40|P01	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	y | cheol | lchedy | chckhy | cheolchal | shchy | daiin | cheolor | okain | chedy | daiin	source-symbol stream
f112v.41	f112v.41|P01	ykeedan checkhey oain chol	ykeedan | checkhey | oain | chol	source-symbol stream
f112v.42	f112v.42|P01	poly keedain she kchdy chotshe otechy qokchdy otaray shain qokedy	poly | keedain | she | kchdy | chotshe | otechy | qokchdy | otaray | shain | qokedy	source-symbol stream
f112v.43	f112v.43|P01	ooeeor oeeal olkeol al chol chl olchedy ykeedy chtal kar opchy famam	ooeeor | oeeal | olkeol | al | chol | chl | olchedy | ykeedy | chtal | kar | opchy | famam	source-symbol stream
f112v.44	f112v.44|P01	qokchal qokey qaiin otol teol okal otedar epalchdy alpchdy	qokchal | qokey | qaiin | otol | teol | okal | otedar | epalchdy | alpchdy	source-symbol stream
f112v.45	f112v.45|P01	ycheey chokeey okasal tchdy oteol chcthy alaiin char al kamdam	ycheey | chokeey | okasal | tchdy | oteol | chcthy | alaiin | char | al | kamdam	source-symbol stream
f112v.46	f112v.46|P01	ykeey lor chaiin cheky chokain char am chey kain chdal okaiin daldy	ykeey | lor | chaiin | cheky | chokain | char | am | chey | kain | chdal | okaiin | daldy	source-symbol stream
f112v.47	f112v.47|P01	otar aig oaral alor aiiin olkaiin oty ary	otar | aig | oaral | alor | aiiin | olkaiin | oty | ary	source-symbol stream
f112v.5	f112v.5|P01	sain aiiin okey daiin otal chear okedy okaiin cheeoldy	sain | aiiin | okey | daiin | otal | chear | okedy | okaiin | cheeoldy	source-symbol stream
f112v.6	f112v.6|P01	saiin ol oaiin okeeedy cheay	saiin | ol | oaiin | okeeedy | cheay	source-symbol stream
f112v.7	f112v.7|P01	pcheokeey oeeeky qoteedy oees aiin oteor opchdar opary	pcheokeey | oeeeky | qoteedy | oees | aiin | oteor | opchdar | opary	source-symbol stream
f112v.8	f112v.8|P01	ocheor okar aiiin otaiin okal okar otal kedy chekaiiin	ocheor | okar | aiiin | otaiin | okal | okar | otal | kedy | chekaiiin	source-symbol stream
f112v.9	f112v.9|P01	soaiin ar aiin okaiin otaiin cheekain okchedy qokchdy	soaiin | ar | aiin | okaiin | otaiin | cheekain | okchedy | qokchdy	source-symbol stream
f113r.1	f113r.1|P01	pches chy ypcheedy fchdy chetar qopchedaiin oteey oty lkchy chodain alar chedy	pches | chy | ypcheedy | fchdy | chetar | qopchedaiin | oteey | oty | lkchy | chodain | alar | chedy	source-symbol stream
f113r.10	f113r.10|P01	pcheody qokeody cheoar chy kcheeor ety sheody sheodaiin qoteoar otam otchedy qoty	pcheody | qokeody | cheoar | chy | kcheeor | ety | sheody | sheodaiin | qoteoar | otam | otchedy | qoty	source-symbol stream
f113r.11	f113r.11|P01	daiin cholchey okecheey chokeo l sheo qoaiin shoo keeeol keody chor chor kal laram	daiin | cholchey | okecheey | chokeo | l | sheo | qoaiin | shoo | keeeol | keody | chor | chor | kal | laram	source-symbol stream
f113r.12	f113r.12|P01	y shoain qoeey qoaiin shol lkeeoar chodaiin otam chos aiin	y | shoain | qoeey | qoaiin | shol | lkeeoar | chodaiin | otam | chos | aiin	source-symbol stream
f113r.13	f113r.13|P01	polchor cheody qotedy lkeches l keeol lkcheol lkchedy kotchy lpchedy qopchedy ro	polchor | cheody | qotedy | lkeches | l | keeol | lkcheol | lkchedy | kotchy | lpchedy | qopchedy | ro	source-symbol stream
f113r.14	f113r.14|P01	ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al	ycheo | lkchey | l | chol | oiiin | qoksheoy | qokcheody | lcheo | l | kchedy | chokchy | okchdar | al	source-symbol stream
f113r.15	f113r.15|P01	chol chs s aiin chaiiin	chol | chs | s | aiin | chaiiin	source-symbol stream
f113r.16	f113r.16|P01	pcheoor olkeedy qokeedy shdy qofchedy chcfhor chedy qokeeol por aiin chepchar	pcheoor | olkeedy | qokeedy | shdy | qofchedy | chcfhor | chedy | qokeeol | por | aiin | chepchar	source-symbol stream
f113r.17	f113r.17|P01	dor shar shol qokeey qok chol chedaiin qoky chokain chotar chokar char alom	dor | shar | shol | qokeey | qok | chol | chedaiin | qoky | chokain | chotar | chokar | char | alom	source-symbol stream
f113r.18	f113r.18|P01	ycheod cheoaiin chal olkaiin chkaiin cheeey lkeeo aiiin okeedy qokcheey rchedy	ycheod | cheoaiin | chal | olkaiin | chkaiin | cheeey | lkeeo | aiiin | okeedy | qokcheey | rchedy	source-symbol stream
f113r.19	f113r.19|P01	yhal cheeo rlaiin chckhey cheol	yhal | cheeo | rlaiin | chckhey | cheol	source-symbol stream
f113r.2	f113r.2|P01	dar okeedy oteeody qokedy otchechy okeorl al keeos ched al ar chy ykolairol	dar | okeedy | oteeody | qokedy | otchechy | okeorl | al | keeos | ched | al | ar | chy | ykolairol	source-symbol stream
f113r.20	f113r.20|P01	kshoraiin qokeeoar shoteol lklcheol qokar chdain cphoy chor aiin ckhydy	kshoraiin | qokeeoar | shoteol | lklcheol | qokar | chdain | cphoy | chor | aiin | ckhydy	source-symbol stream
f113r.21	f113r.21|P01	oiir shol shedair otchdy shokchy shaiiin shckhey lshor air okeody	oiir | shol | shedair | otchdy | shokchy | shaiiin | shckhey | lshor | air | okeody	source-symbol stream
f113r.22	f113r.22|P01	tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam	tchoar | sheeodaiin | chkaiin | otchod | okchedy | qokaiin | chokain | sheor | qokchy | qopam	source-symbol stream
f113r.23	f113r.23|P01	ykeoeshy qokaiin chal kiin chckhey lkchey qokal chocthy lkchor lkchedy lkaiin	ykeoeshy | qokaiin | chal | kiin | chckhey | lkchey | qokal | chocthy | lkchor | lkchedy | lkaiin	source-symbol stream
f113r.24	f113r.24|P01	dair chor chopchey araiin or ral arody	dair | chor | chopchey | araiin | or | ral | arody	source-symbol stream
