world	nonwrapper_gain	full_gain	max_two_gain
1044	15.443369429	-65.595433039	15.443369429
1045	6.610458013	-61.909705823	6.610458013
1046	-1.336648942	-49.375352557	-1.336648942
1047	15.443369429	-99.170488599	15.443369429
1048	-1.675401944	-42.813757909	-1.675401944
1049	7.332101894	-32.955317863	7.332101894
1050	-1.975058646	-41.307948260	-1.975058646
1051	-10.595798710	-63.124802725	-10.595798710
1052	8.169613992	-31.656760458	8.169613992
1053	6.480431500	-42.486845012	6.480431500
1054	15.477391616	-56.119424247	15.477391616
1055	-2.221268693	-28.745329108	-2.221268693
1056	7.496435744	-29.338790898	7.496435744
1057	-18.916920194	-56.284114885	-18.916920194
1058	8.215081421	-44.206260745	8.215081421
1059	7.315248653	-23.361163044	7.315248653
1060	-1.287934280	-58.559161471	-1.287934280
1061	7.304603081	-90.097025635	7.304603081
1062	15.937772840	-49.735802852	15.937772840
1063	-0.851318453	-75.930983740	-0.851318453
1064	-2.211005577	-38.036529057	-2.211005577
1065	16.129504576	-2.654927461	16.129504576
1066	8.219785286	-47.756143412	8.219785286
1067	-0.684056248	-79.023464488	-0.684056248
1068	-10.546207750	-105.611674175	-10.546207750
1069	7.025869806	-67.236604835	7.025869806
1070	6.651815101	-57.670541193	6.651815101
1071	6.924322733	-76.806363823	6.924322733
1072	-1.266915881	-72.654850556	-1.266915881
1073	15.469028826	9.916614693	15.469028826
1074	15.155599370	-44.049499348	15.155599370
1075	-9.961942837	-116.659822345	-9.961942837
1076	6.623628068	-80.488850364	6.623628068
1077	-1.946456175	-56.719159626	-1.946456175
1078	14.621069139	-50.249317950	14.621069139
1079	6.669517677	-36.074876523	6.669517677
1080	6.494105552	-52.832400300	6.494105552
1081	-11.215581983	-69.213855991	-11.215581983
1082	-11.247882800	-73.515767147	-11.247882800
1083	-1.959719538	-78.428139866	-1.959719538
1084	-1.988536849	-21.986057360	-1.988536849
1085	6.037682552	-62.566578846	6.037682552
1086	16.398937504	-33.498843580	16.398937504
1087	15.240719319	-27.695906368	15.240719319
1088	7.048612953	-91.929137754	7.048612953
1089	-2.004853047	-42.438760941	-2.004853047
1090	6.845265132	-72.409598968	6.845265132
1091	5.972501974	-60.327029068	5.972501974
1092	16.229706723	-37.897755884	16.229706723
1093	15.432002591	-51.978258308	15.432002591
1094	-0.899133638	-61.546216372	-0.899133638
1095	-9.690888607	-64.708180201	-9.690888607
1096	-1.570408815	-94.476552460	-1.570408815
1097	-1.077768218	-111.210142207	-1.077768218
1098	7.341654550	-19.799681724	7.341654550
1099	16.160058304	-47.537578958	16.160058304
1100	-2.376980001	-62.662344779	-2.376980001
1101	6.608269866	-62.140208357	6.608269866
1102	-10.412562857	-68.330298546	-10.412562857
1103	7.492560716	-64.175444914	7.492560716
1104	-0.943021331	-85.741364552	-0.943021331
1105	15.065245706	-58.006692591	15.065245706
1106	-2.303497251	-68.010322926	-2.303497251
1107	6.676557085	-56.838312589	6.676557085
1108	-1.545629254	-84.967436381	-1.545629254
1109	6.618137057	-59.233454577	6.618137057
1110	6.000606670	-49.320697426	6.000606670
1111	15.123232482	-60.602903993	15.123232482
1112	7.549790878	-74.360620470	7.549790878
1113	5.966119990	-35.224007308	5.966119990
1114	15.481425292	-67.680133867	15.481425292
1115	6.861766966	-33.756380847	6.861766966
1116	-1.491038391	-82.114824784	-1.491038391
1117	16.613530368	-39.797923199	16.613530368
1118	16.124858785	-23.478720646	16.124858785
1119	6.398318001	-58.679657958	6.398318001
1120	-11.050062075	-83.201996407	-11.050062075
1121	-1.917965664	-74.146963276	-1.917965664
1122	-2.421832842	-57.678675369	-2.421832842
1123	7.084115297	-38.294900644	7.084115297
1124	-1.081714726	-43.702943704	-1.081714726
1125	6.157030467	-18.569529831	6.157030467
1126	6.932906306	-62.120295094	6.932906306
1127	5.816849090	-34.242912510	5.816849090
1128	7.361658542	-91.411294815	7.361658542
1129	-1.904765056	-70.098071934	-1.904765056
1130	-11.485517702	-78.117113654	-11.485517702
1131	6.260612444	-60.563963957	6.260612444
1132	-1.102237749	-43.656069322	-1.102237749
1133	15.736362236	-62.247843653	15.736362236
1134	-1.347556488	-61.527301445	-1.347556488
1135	-2.456319522	-34.571762310	-2.456319522
1136	-0.915396370	-75.971502299	-0.915396370
1137	-9.606771464	-88.756452052	-9.606771464
1138	-0.588931696	-71.450853171	-0.588931696
1139	15.675105476	-34.151588560	15.675105476
1140	-0.626167388	-43.982825783	-0.626167388
1141	-9.677368411	-88.127322364	-9.677368411
1142	6.824488072	-64.082197629	6.824488072
1143	5.304449251	-44.553269648	5.304449251
1144	5.976448706	-58.667753220	5.976448706
1145	-2.206167758	-109.288928284	-2.206167758
1146	-2.217780092	-70.083569643	-2.217780092
1147	6.393077093	-8.396861543	6.393077093
1148	16.412979776	-56.555439047	16.412979776
1149	14.390237621	-57.576505440	14.390237621
1150	7.463062142	-47.725378059	7.463062142
1151	7.274929807	-38.881296272	7.274929807
1152	-1.487086345	-54.908849680	-1.487086345
1153	15.933113492	-57.762064924	15.933113492
1154	-2.202359136	-82.862846099	-2.202359136
1155	15.661971891	-41.007287496	15.661971891
1156	16.559244943	-37.985231483	16.559244943
1157	5.369393805	-67.296043014	5.369393805
1158	7.044880641	-65.993567698	7.044880641
1159	-10.170800268	-56.187646267	-10.170800268
1160	7.038150644	-83.072493717	7.038150644
1161	-1.024155455	-54.095556938	-1.024155455
1162	15.894902928	-47.033431955	15.894902928
1163	-1.828811828	-107.097776168	-1.828811828
1164	6.463320629	-70.943031944	6.463320629
1165	8.203429247	-66.016261965	8.203429247
1166	16.202128173	-35.241575979	16.202128173
1167	-9.046550584	-105.166200707	-9.046550584
1168	-10.300114278	-93.693938785	-10.300114278
1169	-1.119599594	-54.917307006	-1.119599594
1170	-2.133635428	-68.104271824	-2.133635428
1171	15.456511963	-39.660698140	15.456511963
1172	6.608327941	-76.446482898	6.608327941
1173	-11.002461990	-59.345987289	-11.002461990
1174	15.507974214	-43.913006643	15.507974214
1175	-2.215471116	-80.397063768	-2.215471116
1176	15.259760707	-42.463326947	15.259760707
1177	7.554623160	-73.041029641	7.554623160
1178	-0.898378807	-56.549721917	-0.898378807
1179	16.174503212	-41.840235424	16.174503212
1180	-1.323041579	-61.239470914	-1.323041579
1181	-10.495663586	-60.665359957	-10.495663586
1182	-1.077765693	-57.893387852	-1.077765693
1183	7.341503168	-74.843222466	7.341503168
1184	7.552883554	-66.598908346	7.552883554
1185	-2.585164770	-46.370494805	-2.585164770
1186	-2.611780715	-67.030169393	-2.611780715
1187	15.046009506	-63.389610632	15.046009506
1188	6.648757586	1.289867627	6.648757586
1189	7.762852796	-50.405107281	7.762852796
1190	16.109558658	-34.969406917	16.109558658
1191	7.255888418	-49.674079985	7.255888418
1192	7.014161521	-8.861518613	7.014161521
1193	15.544212252	-54.345869597	15.544212252
1194	-10.829745817	-89.801043004	-10.829745817
1195	7.041809569	-81.506298279	7.041809569
1196	6.880862495	-27.091236371	6.880862495
1197	14.650805466	-34.960272687	14.650805466
1198	7.282457468	-40.112082197	7.282457468
1199	-1.900553009	-47.786134207	-1.900553009
1200	-1.077450898	-65.667466138	-1.077450898
1201	7.673014007	-62.005015357	7.673014007
1202	-1.749744759	-84.445537539	-1.749744759
1203	6.849033914	-40.314870305	6.849033914
1204	16.977426444	-44.795827799	16.977426444
1205	-0.694614710	-63.785483716	-0.694614710
1206	-0.626167388	-47.464228175	-0.626167388
1207	-1.545270348	-69.297575869	-1.545270348
1208	7.542953497	-58.452816829	7.542953497
1209	8.411890752	-65.791217306	8.411890752
1210	-1.801088951	-85.597102556	-1.801088951
1211	-10.202552918	-65.434924737	-10.202552918
1212	-10.509030133	-55.352604777	-10.509030133
1213	14.604893352	-54.330016166	14.604893352
1214	7.509615056	-52.517023546	7.509615056
1215	15.334260387	-56.678477149	15.334260387
1216	-10.570272406	-64.895099942	-10.570272406
1217	16.543040286	-30.032366889	16.543040286
1218	14.909208479	-83.650126653	14.909208479
1219	7.537298092	-49.729481313	7.537298092
1220	14.404342760	-56.469973428	14.404342760
1221	15.887210327	-45.278334113	15.887210327
1222	7.061755487	-60.451660497	7.061755487
1223	-2.475360911	-37.865877758	-2.475360911
1224	-1.376502959	-36.874473662	-1.376502959
1225	-1.584266678	-62.817891389	-1.584266678
1226	-11.281029327	-73.308962776	-11.281029327
1227	7.139318974	-82.219427480	7.139318974
1228	-2.307314205	-90.102110580	-2.307314205
1229	6.829060475	-19.426037979	6.829060475
1230	7.020929916	-30.795140599	7.020929916
1231	6.692440031	-54.428785010	6.692440031
1232	5.590735421	-62.072188064	5.590735421
1233	14.817820396	-38.395612839	14.817820396
1234	-2.197384993	-93.323210846	-2.197384993
1235	-2.165160486	-57.457259678	-2.165160486
1236	7.520243752	-84.330128115	7.520243752
1237	6.071086232	-25.995173146	6.071086232
1238	7.542053759	-99.278661791	7.542053759
1239	6.717253495	-91.485566892	6.717253495
1240	-10.135886248	-91.637162911	-10.135886248
1241	-1.942226008	-69.381148330	-1.942226008
1242	7.174416422	-28.340838864	7.174416422
1243	-0.874360751	-77.042249282	-0.874360751
1244	-1.048069709	-50.848917063	-1.048069709
1245	5.963931843	-53.052421886	5.963931843
1246	16.562986204	-36.816006945	16.562986204
1247	-1.913143711	-46.735958483	-1.913143711
1248	-2.225338307	-59.659756547	-2.225338307
1249	16.170703876	-71.143299460	16.170703876
1250	7.479266799	-72.459519777	7.479266799
1251	-1.981635550	-41.687136469	-1.981635550
1252	-1.036518462	-33.001751983	-1.036518462
1253	-2.225338307	-57.595408229	-2.225338307
1254	6.603624076	-51.156353438	6.603624076
1255	15.650538030	-64.586959075	15.650538030
1256	-1.280058416	-58.178271110	-1.280058416
1257	-2.583190605	-74.924891565	-2.583190605
1258	-10.625257442	-48.954985593	-10.625257442
1259	-2.829175599	-66.332407531	-2.829175599
1260	6.673272494	-64.643076818	6.673272494
1261	7.278804835	-45.559390969	7.278804835
1262	-10.578847552	-116.771748076	-10.578847552
1263	-1.770566338	-51.826193643	-1.770566338
1264	-2.217780092	-67.741489987	-2.217780092
1265	16.088679005	-53.241147114	16.088679005
1266	-11.846317658	-71.248316827	-11.846317658
1267	6.627369329	-64.263998894	6.627369329
1268	6.628509884	-34.617420469	6.628509884
1269	7.291129669	-79.001783297	7.291129669
1270	-2.878255841	-70.693394431	-2.878255841
1271	-0.901291231	-55.361796063	-0.901291231
1272	14.465421048	-22.510222843	14.465421048
1273	7.546104247	-78.213798291	7.546104247
1274	-1.303020210	-40.968187710	-1.303020210
1275	6.678154310	-67.041430973	6.678154310
1276	6.644629898	-82.540835348	6.644629898
1277	-2.380043808	-61.024111327	-2.380043808
1278	15.306568402	-29.829094212	15.306568402
1279	14.374032965	-43.438964402	14.374032965
1280	15.621423381	-26.952758912	15.621423381
1281	6.002155965	-65.136140113	6.002155965
1282	-2.844475727	-76.064470862	-2.844475727
1283	-10.107015655	-67.406241371	-10.107015655
1284	6.824347661	-44.230616136	6.824347661
1285	7.233997371	-35.160054930	7.233997371
1286	-1.528426056	-87.733797280	-1.528426056
1287	16.412080038	-65.528483677	16.412080038
1288	7.139343051	-45.687666044	7.139343051
1289	6.652308942	-46.542831466	6.652308942
1290	-2.365653004	-53.023426070	-2.365653004
1291	-2.666271388	-82.279834313	-2.666271388
1292	6.462667437	-69.583036057	6.462667437
1293	7.017242122	-58.639140730	7.017242122
1294	-1.099511816	-69.104738159	-1.099511816
1295	6.476742021	-66.357106305	6.476742021
1296	15.649633500	-2.996397705	15.649633500
1297	-0.653982254	-34.816543772	-0.653982254
1298	8.144484474	-65.911016543	8.144484474
1299	7.286256803	-75.496178933	7.286256803
1300	-10.203515521	-50.721992233	-10.203515521
1301	-1.139830662	-92.346914882	-1.139830662
1302	-1.328457025	-48.989099824	-1.328457025
1303	7.700697043	-35.307061669	7.700697043
1304	-2.635085932	-48.745656384	-2.635085932
1305	6.169418170	-55.129242387	6.169418170
1306	5.323460086	-80.026580000	5.323460086
1307	-1.896963131	-40.103107232	-1.896963131
1308	-1.746652083	-42.419020384	-1.746652083
1309	7.099401867	-87.885804335	7.099401867
1310	7.693187001	-47.288872959	7.693187001
1311	7.329944117	-42.909238700	7.329944117
1312	14.871498498	-70.108838524	14.871498498
1313	-0.434390274	-53.380642013	-0.434390274
1314	-11.005161355	-44.602894289	-11.005161355
1315	-1.172135414	-90.424527101	-1.172135414
1316	15.302836090	-33.616154721	15.302836090
1317	-1.152068667	-61.134429604	-1.152068667
1318	-1.547240443	-70.707656568	-1.547240443
1319	-1.466264767	-46.145463818	-1.466264767
1320	-1.952040494	-77.025622250	-1.952040494
1321	-0.843930127	-70.752969301	-0.843930127
1322	-0.923017339	-66.418099515	-0.923017339
1323	6.669624542	-47.135243983	6.669624542
1324	6.599060621	-62.912482921	6.599060621
1325	7.111740258	-29.517711195	7.111740258
1326	-1.566508907	-47.863950020	-1.566508907
1327	-19.228150246	-115.469715971	-19.228150246
1328	-2.856364794	-47.918045348	-2.856364794
1329	6.894909559	-59.289069425	6.894909559
1330	-0.827346124	-58.938916387	-0.827346124
1331	7.237965708	-76.490679983	7.237965708
1332	-2.138440570	-40.556909371	-2.138440570
1333	-0.685213437	-55.187192409	-0.685213437
1334	15.267439751	-76.399431826	15.267439751
1335	6.190239748	-72.955924487	6.190239748
1336	7.910590834	-27.356985542	7.910590834
1337	-0.802745651	-86.891350954	-0.802745651
1338	7.734012571	-66.938393456	7.734012571
1339	14.808419122	-15.750745779	14.808419122
1340	7.500177005	-42.846298770	7.500177005
1341	6.256461701	-80.277662563	6.256461701
1342	16.832079363	-43.479797398	16.832079363
1343	16.124845228	-34.720913724	16.124845228
1344	-2.024716629	-58.580692651	-2.024716629
1345	14.904549132	-48.674444142	14.904549132
1346	-0.918043196	-48.906492600	-0.918043196
1347	-1.901709849	-78.827127923	-1.901709849
1348	7.127840595	-75.860433757	7.127840595
1349	-19.399877990	-83.276296932	-19.399877990
1350	-2.777973451	-55.837010461	-2.777973451
1351	-2.110748584	-77.598300034	-2.110748584
1352	-1.921432662	-72.886041969	-1.921432662
1353	-0.659541339	-37.373233957	-0.659541339
1354	-2.005617167	-49.683123755	-2.005617167
1355	-10.108599138	-53.477328001	-10.108599138
1356	15.022125806	-43.974797327	15.022125806
1357	6.824120586	-48.225448285	6.824120586
1358	6.038830792	-40.468469882	6.038830792
1359	6.169311305	-36.482906157	6.169311305
1360	7.555380516	-68.228587638	7.555380516
1361	6.628273859	-30.958321662	6.628273859
1362	7.103965322	-35.696949791	7.103965322
1363	7.061755487	-39.458679922	7.061755487
1364	7.472463415	-65.866636114	7.472463415
1365	-1.981733466	-42.220679606	-1.981733466
1366	-19.181275527	-71.790127552	-19.181275527
1367	6.908163972	-57.149565452	6.908163972
1368	-2.866777462	-65.566880601	-2.866777462
1369	14.600247561	-12.219073773	14.600247561
1370	-1.076712306	-39.687879513	-1.076712306
1371	-0.170901577	-38.780608002	-0.170901577
1372	16.549843670	-20.468188701	16.549843670
1373	7.713839578	-84.633376215	7.713839578
1374	-0.271000272	-98.869109472	-0.271000272
1375	7.783656997	-47.552197508	7.783656997
1376	7.337806424	-70.093706133	7.337806424
1377	-1.233354119	-28.745082019	-1.233354119
1378	16.333992950	-48.692836518	16.333992950
1379	17.466111583	-26.833438338	17.466111583
1380	15.721017591	-48.588421589	15.721017591
1381	7.061755487	-86.633046534	7.061755487
1382	-1.732583554	-27.629503099	-1.732583554
1383	-10.594894180	-63.228334237	-10.594894180
1384	-1.545629254	-58.938411403	-1.545629254
1385	-1.331607776	-82.570872523	-1.331607776
1386	7.523012371	-45.264967248	7.523012371
1387	6.370693040	-71.574862602	6.370693040
1388	-1.716998092	-96.185992954	-1.716998092
1389	-9.713749474	-69.554796334	-9.713749474
1390	-1.721067705	-15.327985208	-1.721067705
1391	6.710918875	-48.441817250	6.710918875
1392	15.444340982	-35.133495581	15.444340982
1393	6.179782563	-68.284438360	6.179782563
1394	7.697890865	-84.082586323	7.697890865
1395	-9.354689124	-46.651843704	-9.354689124
1396	15.681013280	-53.870342784	15.681013280
1397	-1.153035951	-78.491830184	-1.153035951
1398	6.389961503	-50.865844520	6.389961503
1399	7.503239127	-54.687234664	7.503239127
1400	-1.741071698	-87.077129958	-1.741071698
1401	16.408338777	-49.917709252	16.408338777
1402	-1.966364274	-59.939065356	-1.966364274
1403	-9.910362314	-87.198617913	-9.910362314
1404	-1.525212551	-69.126797519	-1.525212551
1405	7.282501985	-43.101753443	7.282501985
1406	-1.780171479	-46.182256906	-1.780171479
1407	16.154499219	-40.529424385	16.154499219
1408	-1.495006727	-64.174157593	-1.495006727
1409	14.580243569	-40.161237049	14.580243569
1410	-1.912172157	-49.429292141	-1.912172157
1411	-10.419366241	-91.786398852	-10.419366241
1412	-2.676733696	-75.275557992	-2.676733696
1413	-9.688976587	-69.973984828	-9.688976587
1414	6.443174777	-70.092015788	6.443174777
1415	7.714348181	-50.369583331	7.714348181
1416	7.913741585	-81.781188505	7.913741585
1417	7.496377670	-69.605671866	7.496377670
1418	-1.093972875	-81.222181843	-1.093972875
1419	-1.287358652	-49.650542853	-1.287358652
1420	6.514813433	-52.351252863	6.514813433
1421	15.723869450	-10.471655130	15.723869450
1422	6.411122684	-51.763828404	6.411122684
1423	6.483547089	-46.970295858	6.483547089
1424	16.542982212	-38.026795891	16.542982212
1425	-9.476172647	-64.383200226	-9.476172647
1426	-1.787986257	-70.339276757	-1.787986257
1427	-2.022559036	-63.252156305	-2.022559036
1428	-0.970611305	-63.854783622	-0.970611305
1429	-18.080519558	-60.588068320	-18.080519558
1430	-11.039639608	-81.369974933	-11.039639608
1431	14.813136544	-39.718657819	14.813136544
1432	-0.471550864	-49.113377986	-0.471550864
1433	7.489723984	-30.623662203	7.489723984
1434	-1.504492708	-66.763147326	-1.504492708
1435	7.754929001	-57.890977944	7.754929001
1436	-1.114794453	-88.507389541	-1.114794453
1437	6.464220367	-65.006029930	6.464220367
1438	7.042118981	-81.462341700	7.042118981
1439	16.585043189	-19.901933552	16.585043189
1440	7.997319570	-95.075490118	7.997319570
1441	-1.077768218	-72.592031171	-1.077768218
1442	-10.349389470	-60.990451252	-10.349389470
1443	6.691266291	-57.630969444	6.691266291
1444	-2.869507329	-73.717331019	-2.869507329
1445	7.501050981	-59.972604870	7.501050981
1446	-1.746056965	-65.592372371	-1.746056965
1447	6.824178660	-46.171851664	6.824178660
1448	-10.185472600	-83.079014687	-10.185472600
1449	14.812173940	-79.514068652	14.812173940
1450	-2.455414993	-64.114248826	-2.455414993
1451	7.709374039	-64.502993641	7.709374039
1452	-2.417850949	-40.880756958	-2.417850949
1453	5.127613359	-73.411049746	5.127613359
1454	15.255961371	-60.742768294	15.255961371
1455	-18.965424808	-80.763126358	-18.965424808
1456	7.501050981	-87.769677795	7.501050981
1457	5.967024520	-33.722462944	5.967024520
1458	-9.078812724	-99.412343080	-9.078812724
1459	-2.443802660	-48.617520662	-2.443802660
1460	6.841448178	-72.526360976	6.841448178
1461	-2.352330218	-56.602462283	-2.352330218
1462	5.350352417	-38.350301269	5.350352417
1463	16.625969687	-47.165762680	16.625969687
1464	-1.917965664	-109.755098410	-1.917965664
1465	14.731815931	-89.071854636	14.731815931
1466	5.757846244	-43.012549109	5.757846244
1467	7.262533154	-71.045461142	7.262533154
1468	-1.118442406	-67.860855937	-1.118442406
1469	7.497113198	-44.608121342	7.497113198
1470	15.669579418	-23.772677511	15.669579418
1471	-2.381828792	-62.756377562	-2.381828792
1472	5.595621844	-53.477607025	5.595621844
1473	6.623628068	-33.883803445	6.623628068
1474	15.091966138	-70.125607990	15.091966138
1475	-0.915338295	-56.323699607	-0.915338295
1476	16.211529447	-37.885885339	16.211529447
1477	7.479418181	-24.389793558	7.479418181
1478	-2.025674626	-75.391001379	-2.025674626
1479	16.522160634	-40.223051068	16.522160634
1480	6.610471977	-54.165096471	6.610471977
1481	7.538418503	-27.866485096	7.538418503
1482	7.774941943	-57.329140758	7.774941943
1483	-10.610285667	-107.897770752	-10.610285667
1484	-1.737615771	-80.208641041	-1.737615771
1485	-2.692991820	-24.032006919	-2.692991820
1486	7.569963871	-100.315906154	7.569963871
1487	-2.024618714	-44.734885684	-2.024618714
1488	14.444536603	-82.697389548	14.444536603
1489	6.690533063	-42.347246822	6.690533063
1490	15.690459071	-30.172065872	15.690459071
1491	-2.143313436	-93.668902701	-2.143313436
1492	-1.261732282	-80.773352541	-1.261732282
1493	-9.860914379	-69.608374559	-9.860914379
1494	7.280357949	-62.066370152	7.280357949
1495	6.631389448	-41.612236565	6.631389448
1496	7.613986180	-56.782479754	7.613986180
1497	15.068933500	-17.737138138	15.068933500
1498	7.042714099	-87.892159836	7.042714099
1499	-1.920567974	-71.867280472	-1.920567974
1500	16.003617131	-61.326363171	16.003617131
1501	-2.235475108	-51.448425313	-2.235475108
1502	-19.011327974	-109.989579085	-19.011327974
1503	6.409965496	-51.597122494	6.409965496
1504	-1.955963453	-51.016765802	-1.955963453
1505	15.022125806	-70.594642908	15.022125806
1506	-11.229960090	-65.899403718	-11.229960090
1507	-1.136737986	-52.601049280	-1.136737986
1508	15.871923757	-54.197560009	15.871923757
1509	7.341873025	-90.975619259	7.341873025
1510	-1.248620301	-48.258283744	-1.248620301
1511	6.630653920	-52.206549105	6.630653920
1512	-0.827723786	-84.453455029	-0.827723786
1513	-1.550311515	-61.617846938	-1.550311515
1514	7.345302503	-54.554216677	7.345302503
1515	7.042723048	-65.168417709	7.042723048
1516	-10.223528463	-79.867288903	-10.223528463
1517	16.392134121	-102.876643619	16.392134121
1518	7.028608960	-48.986889058	7.028608960
1519	6.815917941	-64.547747676	6.815917941
1520	-1.767972978	-51.487618370	-1.767972978
1521	6.829029922	-72.313265505	6.829029922
1522	-9.768166760	-69.601989846	-9.768166760
1523	-11.193583819	-77.027874891	-11.193583819
1524	-2.462973208	-49.898937053	-2.462973208
1525	14.374995568	-54.875559633	14.374995568
1526	15.285659880	-68.974481259	15.285659880
1527	7.673014007	-34.471693789	7.673014007
1528	7.090770249	-36.877740683	7.090770249
1529	-0.426653156	-69.139951206	-0.426653156
1530	16.115457512	-54.060351880	16.115457512
1531	6.624683980	-87.707567984	6.624683980
1532	5.632127670	-25.639870454	5.632127670
1533	-0.901985713	-31.275084216	-0.901985713
1534	16.522160634	-64.528095462	16.522160634
1535	15.318122661	-40.961817882	15.318122661
1536	-10.399047453	-81.382354427	-10.399047453
1537	7.132544460	-60.775710261	7.132544460
1538	16.412080038	-48.946980795	16.412080038
1539	7.306429797	-51.816745814	7.306429797
1540	-10.959772330	-82.954074021	-10.959772330
1541	7.767489974	-37.438167949	7.767489974
1542	-1.549339962	-51.628177966	-1.549339962
1543	15.334188571	-69.205638566	15.334188571
1544	-1.767218146	-11.537218135	-1.767218146
1545	6.432906866	-72.347818158	6.432906866
1546	6.898620266	-61.180374377	6.898620266
1547	6.882646618	-18.248272671	6.882646618
1548	8.038417943	-38.899801799	8.038417943
1549	-2.394194324	-49.936999089	-2.394194324
1550	15.740058979	-35.699036461	15.740058979
1551	15.969147827	-43.207733964	15.969147827
1552	16.115399437	-93.252558605	16.115399437
1553	5.801591816	-51.493186982	5.801591816
1554	-1.532891595	-30.132864322	-1.532891595
1555	-9.531494462	-56.120230267	-9.531494462
1556	-1.550311515	-42.780883859	-1.550311515
1557	5.424597316	-44.136236715	5.424597316
1558	-2.372174859	-56.910735302	-2.372174859
1559	5.520299970	-95.016310556	5.520299970
1560	7.479297352	-57.496288999	7.479297352
1561	-1.718328551	-77.634899207	-1.718328551
1562	-3.115832668	-76.992169709	-3.115832668
1563	-9.943826160	-56.233823641	-9.943826160
1564	7.709374039	-60.364829796	7.709374039
1565	-1.282216009	-44.228050904	-1.282216009
1566	7.282546096	-66.220788662	7.282546096
1567	-1.549238685	-49.017552621	-1.549238685
1568	-1.737423745	-30.677012598	-1.737423745
1569	-0.467809603	-74.479672894	-0.467809603
1570	-0.211727148	-58.593121026	-0.211727148
1571	8.148225735	-36.377785761	8.148225735
1572	7.131639930	-49.532735199	7.131639930
1573	15.957689889	-40.641569509	15.957689889
1574	5.980287883	-54.102670638	5.980287883
1575	-1.804244381	-60.864048455	-1.804244381
1576	5.975521263	-51.572364147	5.975521263
1577	-0.680408295	-41.583271338	-0.680408295
1578	-1.567413436	-43.829353475	-1.567413436
1579	-3.262034969	-93.269899622	-3.262034969
1580	15.256977442	-30.759265972	15.256977442
1581	6.645002768	-51.398686215	6.645002768
1582	-18.284103403	-100.302931979	-18.284103403
1583	6.197767409	-51.247072396	6.197767409
1584	15.432002591	-69.413461447	15.432002591
1585	-2.221268693	-61.555546564	-2.221268693
1586	-10.612869739	-84.538797692	-10.612869739
1587	7.044880641	-43.463623191	7.044880641
1588	7.972804661	-72.813327928	7.972804661
1589	7.044902245	-40.100697749	7.044902245
1590	-2.172839530	-61.059972678	-2.172839530
1591	-10.792540679	-85.389650811	-10.792540679
1592	6.953059156	-50.727388541	6.953059156
1593	14.846474985	-49.936172756	14.846474985
1594	15.444340982	-29.902381805	15.444340982
1595	16.349293078	-65.474044892	16.349293078
1596	8.420664230	-65.746159515	8.420664230
1597	7.083152693	-58.313311614	7.083152693
1598	7.779688661	-81.689204963	7.779688661
1599	6.647542322	-42.701522752	6.647542322
1600	-1.300832064	-31.207307720	-1.300832064
1601	6.674177024	-59.614755416	6.674177024
1602	7.369186204	-88.664881853	7.369186204
1603	-2.117459640	-80.331591576	-2.117459640
1604	16.362435612	-20.682136757	16.362435612
1605	7.065702219	-50.108535169	7.065702219
1606	7.114742578	-80.263636470	7.114742578
1607	-2.866268858	-73.925959604	-2.866268858
1608	6.653577914	-61.450045345	6.653577914
1609	6.492819203	-53.850869178	6.492819203
1610	15.231451999	-41.884687604	15.231451999
1611	-1.232382566	-90.867721331	-1.232382566
1612	7.279386396	-49.441265397	7.279386396
1613	7.455383098	-67.581386222	7.455383098
1614	-2.986952172	-67.977067897	-2.986952172
1615	7.276207206	-49.228220543	7.276207206
1616	5.959368389	-33.638727770	5.959368389
1617	15.062325704	-39.040084714	15.062325704
1618	6.689570459	-42.315899899	6.689570459
1619	-1.741117075	-64.658444114	-1.741117075
1620	14.174386902	-28.456464103	14.174386902
1621	-10.175832485	-69.348428540	-10.175832485
1622	6.603706412	-50.445928279	6.603706412
1623	-2.658505140	-62.419736008	-2.658505140
1624	7.375789208	-48.125392694	7.375789208
1625	6.389139310	-67.077764456	6.389139310
1626	5.831462999	-86.140912606	5.831462999
1627	-2.151451274	-63.042462357	-2.151451274
1628	7.554623160	-47.899454211	7.554623160
1629	5.952497982	-56.446280233	5.952497982
1630	6.173883709	-64.946010682	6.173883709
1631	-9.647201109	-61.108150337	-9.647201109
1632	6.848071310	-73.638564624	6.848071310
1633	-2.183128472	-32.246373886	-2.183128472
1634	7.930594826	-61.144220498	7.930594826
1635	-10.061464970	-86.583264567	-10.061464970
1636	-1.323841789	-105.978841717	-1.323841789
1637	6.390638957	-73.393665990	6.390638957
1638	6.603764486	-99.450994574	6.603764486
1639	-1.090910752	-50.542377766	-1.090910752
1640	-10.534696345	-86.853217693	-10.534696345
1641	6.599965151	-31.146538307	6.599965151
1642	7.997319570	-34.585629653	7.997319570
1643	-1.373590535	-69.174900335	-1.373590535
1644	-11.260918470	-39.763674890	-11.260918470
1645	-18.549258780	-104.418881461	-18.549258780
1646	6.206404564	-67.341001305	6.206404564
1647	15.301864537	-61.138714285	15.301864537
1648	6.845309650	-74.061255274	6.845309650
1649	14.888440368	-29.694831438	14.888440368
1650	-1.090910752	-84.164820962	-1.090910752
1651	5.587942800	-71.481641783	5.587942800
1652	6.210616610	-75.170989134	6.210616610
1653	-1.045212834	-76.417782387	-1.045212834
1654	6.263683516	-75.008693430	6.263683516
