replay_id	neighbor_id	context_id	source_recipe	mutation_family	target_recipe	target_is_exact_catalog_key	neutral_identity_route	context_identity_route	identity_route_unchanged	incoming_action	incoming_argument	scope_incoming_action	next_recipe	context_occurrence_count	context_event_ids	neutral_factor_gate_status	context_factor_gate_status	neutral_execution_decision	context_execution_decision	decision_transition	neutral_blocked_factor_rules	context_blocked_factor_rules	context_execution_route	outgoing_action	outgoing_argument	stop_preserves_state	source_identity_used_for_target	meaning_revision	surface_prediction	occurrence_prediction
G448-R026304	G447-N07608	G448-C0987	CHD+OL	SAME_CLASS_SUBSTITUTION	P+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CHD	AIIN	NONE	OL+CHD+DY	1	G407-E2372	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	AIIN	YES	NO	NO	NO	NO
G448-R026305	G447-N07608	G448-C0988	CHD+OL	SAME_CLASS_SUBSTITUTION	P+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	K	AIIN	K	SH+E+DY	1	G407-E3223	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	AIIN	YES	NO	NO	NO	NO
G448-R026306	G447-N07609	G448-C0987	CHD+OL	SAME_CLASS_SUBSTITUTION	R+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CHD	AIIN	NONE	OL+CHD+DY	1	G407-E2372	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	AIIN	YES	NO	NO	NO	NO
G448-R026307	G447-N07609	G448-C0988	CHD+OL	SAME_CLASS_SUBSTITUTION	R+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	K	AIIN	K	SH+E+DY	1	G407-E3223	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	AIIN	YES	NO	NO	NO	NO
G448-R026308	G447-N07610	G448-C0987	CHD+OL	SAME_CLASS_SUBSTITUTION	S+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	AIIN	NONE	OL+CHD+DY	1	G407-E2372	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	AIIN	YES	NO	NO	NO	NO
G448-R026309	G447-N07610	G448-C0988	CHD+OL	SAME_CLASS_SUBSTITUTION	S+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	AIIN	K	SH+E+DY	1	G407-E3223	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	AIIN	YES	NO	NO	NO	NO
G448-R026310	G447-N07611	G448-C0987	CHD+OL	SAME_CLASS_SUBSTITUTION	SH+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CHD	AIIN	NONE	OL+CHD+DY	1	G407-E2372	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	SH	AIIN	YES	NO	NO	NO	NO
G448-R026311	G447-N07611	G448-C0988	CHD+OL	SAME_CLASS_SUBSTITUTION	SH+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	K	AIIN	K	SH+E+DY	1	G407-E3223	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	SH	AIIN	YES	NO	NO	NO	NO
G448-R026312	G447-N07612	G448-C0987	CHD+OL	SAME_CLASS_SUBSTITUTION	T+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CHD	AIIN	NONE	OL+CHD+DY	1	G407-E2372	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	AIIN	YES	NO	NO	NO	NO
G448-R026313	G447-N07612	G448-C0988	CHD+OL	SAME_CLASS_SUBSTITUTION	T+OL	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	K	AIIN	K	SH+E+DY	1	G407-E3223	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	AIIN	YES	NO	NO	NO	NO
G448-R026314	G447-N07616	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	CH+OR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	OR	YES	NO	NO	NO	NO
G448-R026315	G447-N07620	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	K+OR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	K	OR	YES	NO	NO	NO	NO
G448-R026316	G447-N07621	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	OK+OR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	OR	YES	NO	NO	NO	NO
G448-R026317	G447-N07622	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	P+OR	YES	IDENTITY_EXACT_FUTURE_STRONG	IDENTITY_EXACT_FUTURE_STRONG	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	OR	YES	NO	NO	NO	NO
G448-R026318	G447-N07623	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	R+OR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	OR	YES	NO	NO	NO	NO
G448-R026319	G447-N07624	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	S+OR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	OR	YES	NO	NO	NO	NO
G448-R026320	G447-N07625	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	SH+OR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	SH	OR	YES	NO	NO	NO	NO
G448-R026321	G447-N07626	G448-C0989	CHD+OR	SAME_CLASS_SUBSTITUTION	T+OR	YES	IDENTITY_EXACT_FUTURE_STRONG	IDENTITY_EXACT_FUTURE_STRONG	YES	SH	AIIN	NONE	CH+AL	1	G407-E2359	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	T	OR	YES	NO	NO	NO	NO
G448-R026322	G447-N07630	G448-C0990	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CH	AIN	CH	OK+AIN	1	G407-E0102	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026323	G447-N07630	G448-C0991	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CH	Y	CH	AL	1	G407-E2097	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026324	G447-N07630	G448-C0992	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CH	Y	CH	NONE	1	G407-E2258	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026325	G447-N07630	G448-C0993	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CH	Y	CH	OL	1	G407-E2176	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026326	G447-N07630	G448-C0994	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CH	Y	CH	R+AIN	1	G407-E2136	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026327	G447-N07630	G448-C0995	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	AIIN	CHD	NONE	1	G407-E3779	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026328	G447-N07630	G448-C0996	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	AIIN	CHD	SH+E+AIIN	1	G407-E2425	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026329	G447-N07630	G448-C0997	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	AIIN	NONE	OK+AIN	1	G407-E3601	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026330	G447-N07630	G448-C0998	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	AIN	CHD	OT+E+AIIN	1	G407-E3654	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026331	G447-N07630	G448-C0999	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	AIN	NONE	D_ADDR+OL+CH+L	1	G407-E2615	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026332	G447-N07630	G448-C1000	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	AIN	NONE	OK+AR	1	G407-E2290	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026333	G447-N07630	G448-C1001	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	OR	CHD	OL+AIIN	1	G407-E2368	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026334	G447-N07630	G448-C1002	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	CHD	CARRIER_Q+O+P+CHD+Y	1	G407-E2343	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026335	G447-N07630	G448-C1003	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	CHD	K+AM_ADDR	1	G407-E3255	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026336	G447-N07630	G448-C1004	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	CHD	OK+AIN	1	G407-E2037	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026337	G447-N07630	G448-C1005	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	CHD	OK+EE+Y	1	G407-E2834	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026338	G447-N07630	G448-C1006	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	CHD	R+AIIN+LOCAL_CHAR_I	1	G407-E1929	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026339	G447-N07630	G448-C1007	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	CHD	Y	1	G407-E1409	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026340	G447-N07630	G448-C1008	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	NONE	OK+AL	1	G407-E3503	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026341	G447-N07630	G448-C1009	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	NONE	OL	1	G407-E3077	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026342	G447-N07630	G448-C1010	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CHD	Y	NONE	S+AL+CH+T+E+D_ADDR+Y+T+AR	1	G407-E3128	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026343	G447-N07630	G448-C1011	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	AIIN	K	D_ADDR+EE+Y	1	G407-E3491	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026344	G447-N07630	G448-C1012	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	AIIN	NONE	T+AL+AM_ADDR	1	G407-E0727	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026345	G447-N07630	G448-C1013	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	AIN	K	AL+AL	1	G407-E2953	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026346	G447-N07630	G448-C1014	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	AIN	K	D_ADDR+AR	1	G407-E1921	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026347	G447-N07630	G448-C1015	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	Y	K	L+K+AR	1	G407-E2323	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026348	G447-N07630	G448-C1016	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	Y	K	OK+AR	1	G407-E2734	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026349	G447-N07630	G448-C1017	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	Y	K	OK+E+DY	1	G407-E3107	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026350	G447-N07630	G448-C1018	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	Y	K	OK+E+O+D_ADDR+Y	1	G407-E4075	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026351	G447-N07630	G448-C1019	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	Y	K	OT+AR	1	G407-E1429	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026352	G447-N07630	G448-C1020	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	Y	K	S+AR	2	G407-E1622|G407-E1961	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026353	G447-N07630	G448-C1021	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	K	Y	NONE	OK+CHD+DY	1	G407-E1879	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026354	G447-N07630	G448-C1022	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	OK	AIIN	OK	CH+E+O+L	1	G407-E2978	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026355	G447-N07630	G448-C1023	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	OK	AIIN	OK	L+CHD+DY	1	G407-E2522	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026356	G447-N07630	G448-C1024	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	OK	AIIN	OK	OK+AIN	2	G407-E2408|G407-E2606	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026357	G447-N07630	G448-C1025	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	OK	AIIN	OK	OK+EE+DY	1	G407-E3507	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026358	G447-N07630	G448-C1026	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	OK	AIIN	OK	Y	1	G407-E3290	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R026359	G447-N07630	G448-C1027	CHD+Y	SAME_CLASS_SUBSTITUTION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	OK	AIN	NONE	OK+EE+DY	1	G407-E3687	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
