running_slot_ordinal	slot_id	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_recipe	atom_position	atom_root	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	host_source	guard
2681	RUNNING:G407-E1033@5	G407-E1033	G407-S052	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	opcheeol	O+P+CH+EE+OL	5	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1033@5:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2682	RUNNING:G407-E1034@1	G407-E1034	G407-S052	7	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otor	OT+OR	1	OT	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1034@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2683	RUNNING:G407-E1034@2	G407-E1034	G407-S052	7	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otor	OT+OR	2	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1033@3:CH	PRIMARY_GOVERNOR	G407-A00978	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2684	RUNNING:G407-E1035@1	G407-E1035	G407-S052	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1035@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2685	RUNNING:G407-E1035@2	G407-E1035	G407-S052	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	2	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1035@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2686	RUNNING:G407-E1035@3	G407-E1035	G407-S052	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	3	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1035@3:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2687	RUNNING:G407-E1035@4	G407-E1035	G407-S052	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	4	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1035@4:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2688	RUNNING:G407-E1035@5	G407-E1035	G407-S052	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	5	EEE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1035@4:T	PRIMARY_GOVERNOR	G407-A00979	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2689	RUNNING:G407-E1035@6	G407-E1035	G407-S052	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	6	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1035@4:T	PRIMARY_GOVERNOR	G407-A00980	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2690	RUNNING:G407-E1036@1	G407-E1036	G407-S052	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okchoal	OK+CH+O+AL	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1036@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2691	RUNNING:G407-E1036@2	G407-E1036	G407-S052	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okchoal	OK+CH+O+AL	2	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1036@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2692	RUNNING:G407-E1036@3	G407-E1036	G407-S052	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okchoal	OK+CH+O+AL	3	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1036@2:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2693	RUNNING:G407-E1036@4	G407-E1036	G407-S052	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okchoal	OK+CH+O+AL	4	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1036@2:CH	PRIMARY_GOVERNOR	G407-A00981	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2694	RUNNING:G407-E1037@1	G407-E1037	G407-S052	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	1	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1037@1:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2695	RUNNING:G407-E1037@2	G407-E1037	G407-S052	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	2	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	GDT577_ACTION_OCCURRENCE	ACTION:G407-E1037@1:T	PRIMARY_GOVERNOR	GDT577_EXPLICIT_REPEAT_SLOT	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2696	RUNNING:G407-E1037@3	G407-E1037	G407-S052	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	3	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1037@3:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2697	RUNNING:G407-E1037@4	G407-E1037	G407-S052	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	4	S	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1037@4:S	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2698	RUNNING:G407-E1037@5	G407-E1037	G407-S052	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	5	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	GDT577_ACTION_OCCURRENCE	ACTION:G407-E1037@4:S	PRIMARY_GOVERNOR	GDT577_EXPLICIT_REPEAT_SLOT	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2699	RUNNING:G407-E1038@1	G407-E1038	G407-S052	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otchl	OT+CH+L	1	OT	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1038@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2700	RUNNING:G407-E1038@2	G407-E1038	G407-S052	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otchl	OT+CH+L	2	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1038@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2701	RUNNING:G407-E1038@3	G407-E1038	G407-S052	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otchl	OT+CH+L	3	L	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1038@2:CH	PRIMARY_GOVERNOR	G407-A00982	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2702	RUNNING:G407-E1039@1	G407-E1039	G407-S052	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qokeeedy	OK+EEE+DY	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1039@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2703	RUNNING:G407-E1039@2	G407-E1039	G407-S052	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qokeeedy	OK+EEE+DY	2	EEE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1039@1:OK	PRIMARY_GOVERNOR	G407-A00983	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2704	RUNNING:G407-E1039@3	G407-E1039	G407-S052	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qokeeedy	OK+EEE+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1039@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2705	RUNNING:G407-E1040@1	G407-E1040	G407-S053	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheey	SH+EE+Y	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1040@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2706	RUNNING:G407-E1040@2	G407-E1040	G407-S053	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheey	SH+EE+Y	2	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1040@1:SH	PRIMARY_GOVERNOR	G407-A00984	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2707	RUNNING:G407-E1040@3	G407-E1040	G407-S053	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheey	SH+EE+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1040@1:SH	PRIMARY_GOVERNOR	G407-A00985	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2708	RUNNING:G407-E1041@1	G407-E1041	G407-S053	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1041@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2709	RUNNING:G407-E1041@2	G407-E1041	G407-S053	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	2	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1041@1:CH	PRIMARY_GOVERNOR	G407-A00986	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2710	RUNNING:G407-E1041@3	G407-E1041	G407-S053	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	3	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1041@3:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2711	RUNNING:G407-E1041@4	G407-E1041	G407-S053	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	4	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1041@3:T	PRIMARY_GOVERNOR	G407-A00987	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2712	RUNNING:G407-E1041@5	G407-E1041	G407-S053	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	5	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1041@3:T	PRIMARY_GOVERNOR	G407-A00988	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2713	RUNNING:G407-E1042@1	G407-E1042	G407-S053	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	1	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1042@2:T	PRIMARY_GOVERNOR	G407-A00989	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2714	RUNNING:G407-E1042@2	G407-E1042	G407-S053	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	2	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1042@2:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2715	RUNNING:G407-E1042@3	G407-E1042	G407-S053	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	3	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1042@2:T	PRIMARY_GOVERNOR	G407-A00990	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2716	RUNNING:G407-E1042@4	G407-E1042	G407-S053	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	4	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1042@2:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2717	RUNNING:G407-E1042@5	G407-E1042	G407-S053	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	5	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1042@5:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2718	RUNNING:G407-E1043@1	G407-E1043	G407-S054	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chpor	CH+P+OR	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1043@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2719	RUNNING:G407-E1043@2	G407-E1043	G407-S054	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chpor	CH+P+OR	2	P	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1043@2:P	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2720	RUNNING:G407-E1043@3	G407-E1043	G407-S054	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chpor	CH+P+OR	3	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1043@2:P	PRIMARY_GOVERNOR	G407-A00991	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2721	RUNNING:G407-E1044@1	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1044@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2722	RUNNING:G407-E1044@2	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1044@1:CH	PRIMARY_GOVERNOR	G407-A00992	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2723	RUNNING:G407-E1044@3	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	3	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1044@4:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2724	RUNNING:G407-E1044@4	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	4	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1044@4:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2725	RUNNING:G407-E1044@5	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	5	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1044@4:K	PRIMARY_GOVERNOR	G407-A00993	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2726	RUNNING:G407-E1044@6	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	6	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1044@6:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2727	RUNNING:G407-E1044@7	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	7	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1044@6:CH	PRIMARY_GOVERNOR	G407-A00994	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2728	RUNNING:G407-E1044@8	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	8	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1044@6:CH	PRIMARY_GOVERNOR	G407-A00995	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2729	RUNNING:G407-E1045@1	G407-E1045	G407-S054	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chod	CH+O+D_ADDR	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1045@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2730	RUNNING:G407-E1045@2	G407-E1045	G407-S054	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chod	CH+O+D_ADDR	2	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1045@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2731	RUNNING:G407-E1045@3	G407-E1045	G407-S054	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chod	CH+O+D_ADDR	3	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1045@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2732	RUNNING:G407-E1046@1	G407-E1046	G407-S054	4	f68r1	CELESTIAL	mehrteilige Sternstellentafel	ykor	Y+K+OR	1	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1046@2:K	PRIMARY_GOVERNOR	G407-A00996	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2733	RUNNING:G407-E1046@2	G407-E1046	G407-S054	4	f68r1	CELESTIAL	mehrteilige Sternstellentafel	ykor	Y+K+OR	2	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1046@2:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2734	RUNNING:G407-E1046@3	G407-E1046	G407-S054	4	f68r1	CELESTIAL	mehrteilige Sternstellentafel	ykor	Y+K+OR	3	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1046@2:K	PRIMARY_GOVERNOR	G407-A00997	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2735	RUNNING:G407-E1047@1	G407-E1047	G407-S054	5	f68r1	CELESTIAL	mehrteilige Sternstellentafel	shey	SH+E+Y	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1047@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2736	RUNNING:G407-E1047@2	G407-E1047	G407-S054	5	f68r1	CELESTIAL	mehrteilige Sternstellentafel	shey	SH+E+Y	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1047@1:SH	PRIMARY_GOVERNOR	G407-A00998	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2737	RUNNING:G407-E1047@3	G407-E1047	G407-S054	5	f68r1	CELESTIAL	mehrteilige Sternstellentafel	shey	SH+E+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1047@1:SH	PRIMARY_GOVERNOR	G407-A00999	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2738	RUNNING:G407-E1048@1	G407-E1048	G407-S054	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qocheey	CARRIER_Q+O+CH+EE+Y	1	CARRIER_Q	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1048@3:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2739	RUNNING:G407-E1048@2	G407-E1048	G407-S054	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qocheey	CARRIER_Q+O+CH+EE+Y	2	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1048@3:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2740	RUNNING:G407-E1048@3	G407-E1048	G407-S054	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qocheey	CARRIER_Q+O+CH+EE+Y	3	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1048@3:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2741	RUNNING:G407-E1048@4	G407-E1048	G407-S054	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qocheey	CARRIER_Q+O+CH+EE+Y	4	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1048@3:CH	PRIMARY_GOVERNOR	G407-A01000	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
