context_mode	occurrence_id	focal_host_id	focal_host	locus	physical_folio	section	currier	hand	group_index	group_count	context_raw_count	context_unique_identities	context_sha256	claim_state
WINDOW_PM2	f80r.16:5	Ha1fce4363854ff88	y	f80r.16	f80	B	B	2	5	11	4	3	164ce4a78f9e0ee1c515d0440a87b88344b6627285cfa258e75e9da033cc3fcd	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.16:6	H2689367b205c16ce	ok	f80r.16	f80	B	B	2	6	11	4	4	d648b5b2c2c0e123f73f250c75b8e11a5f5d0e26ed244649a02907104981e36e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.16:7	H9b0c663d03b0a373	ecthy	f80r.16	f80	B	B	2	7	11	4	4	1b5e1349a6c2f7e5e9078fb8f6f55289d6b5858e40cf96fc0b075bcfbcaf2ace	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.16:8	H174023d6298d8ced	okee	f80r.16	f80	B	B	2	8	11	4	4	939758f5a851e24d3060bf23759b0b606a62530b8e57624a6d5e1a58d45e42ec	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.16:9	H4d48fba6cf5f7d6a	alt	f80r.16	f80	B	B	2	9	11	4	4	99a726999b3c89dfaf0b3ec9d6f2a59a8437b95c8c809e8582e097d401b6fa3d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.16:10	H8254c329a92850f6	k	f80r.16	f80	B	B	2	10	11	3	3	d4e48f3917089ec8ab121490e56ef61abb5b786bb823bcf8639eaf9264a68b3d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.16:11	Ha1fce4363854ff88	y	f80r.16	f80	B	B	2	11	11	2	2	78c0e213e4983233d9ad99c86930e1b88ba1b90f73774aa474d523322c6593f4	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:1	H148de9c5a7a44d19	p	f80r.18	f80	B	B	2	1	11	2	2	0fd000abba7ed28558ef36cb0d6ba1abc9aa82423d51897b0e2e23079dd06990	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:2	H3aecd5bfd5c9a1af	eol	f80r.18	f80	B	B	2	2	11	3	3	4a32a1f68f5f1c730457bf26e2529182f5e648a7cefa6c770e48a456bf4d7b39	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:3	H2689367b205c16ce	ok	f80r.18	f80	B	B	2	3	11	4	4	3228186dc7da28ca385728581c6386af20c729b8a44f48c9fc23384e22a2fa36	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:4	H4f9db7f8e5068a3e	ty	f80r.18	f80	B	B	2	4	11	4	3	619ccd318ac185c00e45941342dcf68276768433a4b359a41f96e202d1eb8db0	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:5	H174023d6298d8ced	okee	f80r.18	f80	B	B	2	5	11	4	3	6166db4d40743830dd5b0bae4d7179c3250c382b408772082d2d88a7a6033d7e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:6	H2689367b205c16ce	ok	f80r.18	f80	B	B	2	6	11	4	4	defff4800f28906a30e567b7794d3d8b5b4a5cd90956dd109a3e20cdc621b81e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:7	Had386158f5afc89b	cthy	f80r.18	f80	B	B	2	7	11	4	4	10b2139c3f1a4e33dec86f267a17071383a9023b4435ab6ee4a873620de47237	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:8	He20882595488fa4f	ol	f80r.18	f80	B	B	2	8	11	4	3	15febf3e5342367d0a71f3080b272603e5f13af1dda2628aafe4e75c3745fd9f	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:9	H9b0c663d03b0a373	ecthy	f80r.18	f80	B	B	2	9	11	4	4	214e87424f42987e4431e75aebf1b6152e16557bd83b2e26b651baac1f29b408	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:10	H2689367b205c16ce	ok	f80r.18	f80	B	B	2	10	11	3	3	f71a5ea1acf4f4ca4c19fcc604cb547a66b37738376dbaf764bd571d90efa2d4	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.18:11	Hc0826cc23f936b57	olka	f80r.18	f80	B	B	2	11	11	2	2	f8a122a3eaeff187e685066fa911c74d4b0c0df8a5b1621457cf428e832bea46	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:1	H27a84712e4b22c41	ee	f80r.20	f80	B	B	2	1	11	2	2	d1935d267dfb455e42b4183053aa649742075981dffef42230cba8883e721e65	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:2	He5b6fec8f0dc680f	keey	f80r.20	f80	B	B	2	2	11	3	3	d13f9a2244986314f1dbac147661e0bacfa1250f74ed748aef13316f6af65f1d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:3	H2689367b205c16ce	ok	f80r.20	f80	B	B	2	3	11	4	4	041a98c6d06a1c15684acda96da0ebba167550632bee859e60be3ba634e1b881	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:4	Hfda71671c022a8e5	ckhy	f80r.20	f80	B	B	2	4	11	4	4	2a89c09b0c0fe97e6b0bfda59d906e27af02be140cadaba73b5072dc0c7fcbb0	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:5	Ha1fce4363854ff88	y	f80r.20	f80	B	B	2	5	11	4	4	bf6b92a0f45eb8917b39a2278b166ef5ae910f0c9ede5389aa20621d7aa079de	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:6	He9c14845c69bee8f	alched	f80r.20	f80	B	B	2	6	11	4	4	2c9adf0636d8869c221b2916a50a42a216bda3f3ba9df35eb5316bfcb360b966	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:7	H0a19b4727d1fbd3a	ot	f80r.20	f80	B	B	2	7	11	4	4	705b029c0bf5b856531b009bf4c890a218960a643b7f38220d26fc5ef9450add	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:8	H3f79bb7b435b0532	e	f80r.20	f80	B	B	2	8	11	4	4	4341d8f52580961ff346c683adb662c5ebebc279d219010e52b6e2338e46e579	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:9	H2689367b205c16ce	ok	f80r.20	f80	B	B	2	9	11	4	4	38b68f94172a38d05c6ea42498b9cade9bdeb92035faa0e70ad6ff0d16ad48e2	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:10	H2bdd94c004581aa9	ey	f80r.20	f80	B	B	2	10	11	3	3	b719e642efb778da9c15f681a48517e7ca2bc876a8a6c9d1ca42be353e820a16	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.20:11	Hb6b4377acb039899	alo	f80r.20	f80	B	B	2	11	11	2	2	a9c780df2d4a4b5631045b78ea021f2e9420de7239d59692d0a5021417a95b65	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:1	H3f79bb7b435b0532	e	f80r.21	f80	B	B	2	1	11	2	2	fd49d1de67b1b06c15daccac17aa51d533416af07e1d17e60cb1f0a194692d49	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:2	H15d9332756935007	okey	f80r.21	f80	B	B	2	2	11	3	3	c59a4c1af457c1271770005b2c3a48ceee8c832085a8cbcd301f32c75306bfb5	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:3	Hd29f0823b38b9a53	ckhey	f80r.21	f80	B	B	2	3	11	4	4	447337500476a4396c3371f743a91574335b73f17809c88e3b4f29db75236acd	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:4	H0a19b4727d1fbd3a	ot	f80r.21	f80	B	B	2	4	11	4	4	fbe216e67e1d6166be102bd8f543571361ee5a6cca702b9475bca10bc45d0000	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:5	Hfda71671c022a8e5	ckhy	f80r.21	f80	B	B	2	5	11	4	4	d5071749bc8ce8e6842910fe455a4f461f604cd7da402a878f3cd8eb3e94b654	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:6	He20882595488fa4f	ol	f80r.21	f80	B	B	2	6	11	4	3	2d24ce2693a76884306525eee55bd32291ad322f79781721a29131ba9e675b7a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:7	H3aecd5bfd5c9a1af	eol	f80r.21	f80	B	B	2	7	11	4	4	64a1131d284c5737dc9d5943bd1df4c33cf3614d6c21904da6b89c489e0e9904	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:8	H3aecd5bfd5c9a1af	eol	f80r.21	f80	B	B	2	8	11	4	4	2ea882733e10649a01acea7d18e3af10df63e94686f960d636dfcd6b1335c448	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:9	H0a19b4727d1fbd3a	ot	f80r.21	f80	B	B	2	9	11	4	3	2eebef8046062ea634db114c1441d683e92e11b32237cdfa813e35412b50bf79	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:10	H5c9c72711a5326cf	olt	f80r.21	f80	B	B	2	10	11	3	3	e0849484db447881176a141a2d87962467f0ef5002ddfed54d6e8c2db49e9441	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.21:11	Had386158f5afc89b	cthy	f80r.21	f80	B	B	2	11	11	2	2	0838754cae2b5836f2231bf6e20a995d213f49315d408edbd8fa7efd027e18eb	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.22:1	H174023d6298d8ced	okee	f80r.22	f80	B	B	2	1	11	2	2	ab72571f0a79ef6c80333d72e74c276055a08438de5ac047e10a1ee4a3430315	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.22:2	Hacac86c0e609ca90	l	f80r.22	f80	B	B	2	2	11	2	2	448ea8a0168c044f0347052678c6777ed79f053cd57eca75764b78dfc89dc96d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.22:3	H9b0c663d03b0a373	ecthy	f80r.22	f80	B	B	2	3	11	2	2	b5c3c943ec0dfe856a23a95eebdbad218c9344e17d543b9d25fc002591abc87d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:1	Hab5b62081b1d305e	ar	f80r.25	f80	B	B	2	1	13	2	2	3b055813ba6e58565b4ef25e22e52fd97a218b6f1414f7335329b4696f393f4a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:2	H3f79bb7b435b0532	e	f80r.25	f80	B	B	2	2	13	3	3	deafeffc3afb042eab28259e5faed6b7d35215ff1913c095c3057df60dedac75	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:3	Hcfb0fe98ac697c36	eky	f80r.25	f80	B	B	2	3	13	4	4	435dc08302f7a59592fc1551789b59cd85faea7125890cc08e36bdf48afc5a89	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:4	H2689367b205c16ce	ok	f80r.25	f80	B	B	2	4	13	4	4	d7dcc3647b1ed3561190194294237d63df67f8d704b020b88f372cf05e96a2f4	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:5	Hacac86c0e609ca90	l	f80r.25	f80	B	B	2	5	13	4	4	b349d24539f6b5191b4baf1a29b8fb8e799897bb8ae1a1785a0be7d19b623163	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:6	H12533cb0588e4557	lshe	f80r.25	f80	B	B	2	6	13	4	3	4abc0ee5e29b2bf858f2e7e515d85c506a3b26a86b926ab1346b9b276966058a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:7	Hacac86c0e609ca90	l	f80r.25	f80	B	B	2	7	13	4	4	c7484c1daa3e3406ccd4145e47f142d544a5aaccf192993e794dbbb26a98bc33	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:8	Had386158f5afc89b	cthy	f80r.25	f80	B	B	2	8	13	4	4	ee5f477cb7148eb345ca7db3e2b35fe935bb9d0eb33aebe02a07b79f490caf3d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:9	Hb4b19ff39b1ee878	orol	f80r.25	f80	B	B	2	9	13	4	4	21f04723ece5dd0f493f453be165d01db61c5428a56e6e3669ae9c903ee385ef	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:10	Hb4a6436a6f615ce6	eees	f80r.25	f80	B	B	2	10	13	4	4	9d576ca2020dc94c4c13a9673203305290f738829844d472c68b40763e2194e0	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:11	Hf4d6ed82aa8672b6	olo	f80r.25	f80	B	B	2	11	13	4	4	c47ecf6b53f15aaa30105b80a0e8dd9f98f5fe84ae70190b575a14d211194ddc	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:12	H3aecd5bfd5c9a1af	eol	f80r.25	f80	B	B	2	12	13	3	3	46b6440d394c640054d77616fd3b2cad64e26fb5f8da4f08fd1be2d3d12408ad	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.25:13	Hb3782a6260374132	ory	f80r.25	f80	B	B	2	13	13	2	2	4aedd5c817529c9b420d86f256636bbc2b85593be77ed77a143dd1b0ffcbfa2a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:1	Heb5e93e45238bc10	lchol	f80r.26	f80	B	B	2	1	11	2	2	49af26c580444271c4abd475186ea8e5f3584c99e2963d9ddfaf57deb7157a4a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:2	Hab5b62081b1d305e	ar	f80r.26	f80	B	B	2	2	11	3	3	18e05a3bc136610132c375ab5dec41d1022c19eee2226c63f2d96ffb659181bb	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:3	H9b0c663d03b0a373	ecthy	f80r.26	f80	B	B	2	3	11	4	4	67f8b4eee5b10c17263c782be87122441a32d39c08cf5c3adf6fb0dba4f1df59	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:4	H3f79bb7b435b0532	e	f80r.26	f80	B	B	2	4	11	4	4	00f7c4416b891d11d74d4487f552d52699061baacbd02aaa6f1fecfb203f2c3a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:5	Hacac86c0e609ca90	l	f80r.26	f80	B	B	2	5	11	4	4	f9afe202700ba5a4ebf52e1f63fc7906de9d6e94019d916ac6c30339af57b17d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:6	He753a5ebb6c979be	olchee	f80r.26	f80	B	B	2	6	11	4	4	eeb98efdaa95ab1d9e95d0ff6266e9429880e209a97b0de26a561b23059eddd6	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:7	H5b60bbf98c9caaa8	opcheeky	f80r.26	f80	B	B	2	7	11	4	4	f42b07bbf8c42bb6c88d6f6382ba75d8b7f94548efd3ca1a08704f524081e401	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:8	H4bb780f4353af3b6	chy	f80r.26	f80	B	B	2	8	11	4	4	368053a93ba538cbf21d525da484f70cac2549b04ec3428bedb1336e77e34c10	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:9	H2689367b205c16ce	ok	f80r.26	f80	B	B	2	9	11	3	3	38c31722d133ab081266782a0dc9a6e7fb235a3a08782308613ef7bdf0eab707	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.26:10	H0a19b4727d1fbd3a	ot	f80r.26	f80	B	B	2	10	11	2	2	536e7874bdfb574c5cee3dcfeb2da6919b0edaaa4c99278aca50236f920cade3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:1	H07123e1f482356c4	lol	f80r.27	f80	B	B	2	1	10	2	2	e6201338255258879e6717b98609461fa2a5d965d487e941515b0152bf80a140	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:2	Hab5b62081b1d305e	ar	f80r.27	f80	B	B	2	2	10	3	3	6fccf06cadcba6aceaecd470e1e1fe92094a21fc3ae35ad0c61906a31cc77615	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:3	H0a19b4727d1fbd3a	ot	f80r.27	f80	B	B	2	3	10	4	4	80d7af6b4ac490274dcc8a662cbdc589156fcc8e0c28aa19a9b244e45515640e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:4	H1d5649c4e9550b0b	olk	f80r.27	f80	B	B	2	4	10	4	4	06039bf508e9c06857b3027caf7495779853ec6378d6d3a3c5c56cfb09fe8e9b	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:5	Hacac86c0e609ca90	l	f80r.27	f80	B	B	2	5	10	4	3	35387f3dfd217e41e4bc85e1b4c187e4bd518159de2a8bc2b3eb069ae5867d54	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:6	H1d5649c4e9550b0b	olk	f80r.27	f80	B	B	2	6	10	4	4	412749a51288986981fff28df1420c0b6ff42f8bf4003f590cbfc6f0c4bea93a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:7	H7175517a370b5cd2	or	f80r.27	f80	B	B	2	7	10	4	4	6033c76efcf197b5dbb8f2a9931a49fdcd26b78d1a2b7296fafc47a754a663b1	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:8	Ha6a034a43dd2435f	olor	f80r.27	f80	B	B	2	8	10	4	4	127f34383bc9cc19d2439c382a848e9661b21531e87be72f658b375bec1ba006	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:9	Had386158f5afc89b	cthy	f80r.27	f80	B	B	2	9	10	3	2	b1f863806a3802143615d025e7f802cf31dd517ccf000779795ad5fb3a6d9701	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.27:10	Ha6a034a43dd2435f	olor	f80r.27	f80	B	B	2	10	10	2	2	439c8d8e1759f1eb86e36e45d2b11db1291dc48c155f38965580e32500f3e1b8	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.28:1	H274c4ce27ed64089	pcheolk	f80r.28	f80	B	B	2	1	10	2	2	0661f7a78798ab103cccfa127fab2af44b7ea102e98195695960cb31d114d2e8	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.28:2	H6351825030155836	al	f80r.28	f80	B	B	2	2	10	3	3	dc3f0be63a4f2f3ccf4976350a3a5a6c0359e25562da0cb877adf44ff002c142	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.28:3	H710fe72f13bc2bd7	korchy	f80r.28	f80	B	B	2	3	10	4	4	861aa5fa439f29dbf30f1e5dd4e0ce50fc583cc932897d755db403feeb4c4d64	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.28:4	H18298b6fdbad02f9	otey	f80r.28	f80	B	B	2	4	10	4	4	f39ef6d8fa55968eb0c693349a19fe9ba9efdaf098decfde6f410fb6d9f81d86	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.28:5	Ha1fce4363854ff88	y	f80r.28	f80	B	B	2	5	10	4	4	18288a25b501c3886422df5e0135184c1f8e3826fe5e045c475908d05245dfb3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.28:6	H000897fda31674aa	rche	f80r.28	f80	B	B	2	6	10	3	3	8376a86c351a3ed14bab34db4a270e6b1e2ad34f1793753e1c103f3914ac114c	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.28:7	H2689367b205c16ce	ok	f80r.28	f80	B	B	2	7	10	2	2	4b2a6ba7d0ab87c094a15eff5241df9a3b44983a920a54b26525afd65013df06	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:1	H2689367b205c16ce	ok	f80r.31	f80	B	B	2	1	8	2	2	01271fe1f812bdfe24f55f57a0118069c9d893307be82706f88f4412b13e9662	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:2	Had386158f5afc89b	cthy	f80r.31	f80	B	B	2	2	8	3	3	77d1cee5abb211912d171331eb76930e100a3e2d38beb4e4fc5db8c4fd77bb56	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:3	Hacac86c0e609ca90	l	f80r.31	f80	B	B	2	3	8	4	4	09e1c482bf97fd702389fcd89d0f9cd36ba3203121185411e9b9f5ed0ffe6270	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:4	Ha1fce4363854ff88	y	f80r.31	f80	B	B	2	4	8	4	4	00485ae0ee4dd2ff2639fcb5d4034aae5bf71ae1616dd7c0b222dd46baabeba4	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:5	Hb8fccdde33a02a7e	okalol	f80r.31	f80	B	B	2	5	8	4	4	83dd0ed766d14f16ae204cb9dc333da29d3833fbb5ed583ce9487682bf6f223d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:6	H452ad129d4dde74e	okaly	f80r.31	f80	B	B	2	6	8	4	4	1e2b144523e63ee504ce4afafe37baeebd271f83850cc60b11e9a204e23612fc	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:7	H174023d6298d8ced	okee	f80r.31	f80	B	B	2	7	8	3	3	7e2b871168150ee6587d01bca4bde1df642ae5f241669dabb154f4e37f8ea812	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.31:8	Ha3ff0b737a967ea0	oly	f80r.31	f80	B	B	2	8	8	2	2	9a8b7650d8a6edf4cee19006ff9301367a5e9e09682a8162e6ee29a2ee0955dd	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:1	Ha36e0f12ec5e5f64	olchey	f80r.33	f80	B	B	2	1	8	2	2	3bad1fd3043a31c49d8cfe240c02cb2974de795d376abd0b1951c53676a9f6ae	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:2	H99fa2a55212dbc31	okeey	f80r.33	f80	B	B	2	2	8	3	3	3008dfb02be3c036be1e335f1155df2e1e169ecf71860da5c76f3a8e304d94fa	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:3	Hc611d6a37942f299	lk	f80r.33	f80	B	B	2	3	8	4	4	4de45f265970592775c1f01da1f45cc086b256f1a0c1239c3e6c5299a69de5a4	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:4	H0a19b4727d1fbd3a	ot	f80r.33	f80	B	B	2	4	8	4	4	820fbb84ab6a00049e5081d8bc42fa75d9a6d29a35e6a99f090afa3fc672e188	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:5	Hd8ae1cb408d01826	olkeey	f80r.33	f80	B	B	2	5	8	4	4	98e76b7eb2336a8ecf73bd91a94c24b036d50a945219541fac13c78ad53ab14f	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:6	H2689367b205c16ce	ok	f80r.33	f80	B	B	2	6	8	4	4	4b1d0f4c4154ea8297bb3e9cb463fa6bc99a46bdb053f8b3436e83b9eb065d3c	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:7	H9b0c663d03b0a373	ecthy	f80r.33	f80	B	B	2	7	8	3	3	027796e9731f03d60753e466eee14bacc0ee48a70493f98e0310b95d393b1d9b	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.33:8	Hacac86c0e609ca90	l	f80r.33	f80	B	B	2	8	8	2	2	f8a122a3eaeff187e685066fa911c74d4b0c0df8a5b1621457cf428e832bea46	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.36:1	H99fa2a55212dbc31	okeey	f80r.36	f80	B	B	2	1	11	2	2	a31db17f3bdd04877f110cc5b6f60d8f4be04096a6f8177478ab543d45c5c875	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f80r.36:2	Hd5394d2ba8e86a04	rchey	f80r.36	f80	B	B	2	2	11	3	3	388e3de118f58f18100186df9e2ed760fdf744758334abc26e68c6f260e5bc24	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
