panel	language_id	glottocode	family	parameter_id	concepticon_gloss	asjp_form_id	phoneme_segments	source_record_count_for_concept	loan_flag_retained_not_selected_on
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	3	WE	FINNISH-3-1	m e	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	11	ONE	FINNISH-11-1	i k s i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	12	TWO	FINNISH-12-1	k ɐ k s i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	18	PERSON	FINNISH-18-1	i h m i n e n	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	19	FISH	FINNISH-19-1	k ɐ l ɐ	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	21	DOG	FINNISH-21-1	k o i r ɐ	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	22	LOUSE	FINNISH-22-1	t a i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	23	TREE	FINNISH-23-1	p u u	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	25	LEAF	FINNISH-25-1	l e h t i	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	28	SKIN	FINNISH-28-1	i h o	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	30	BLOOD	FINNISH-30-1	v e r i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	31	BONE	FINNISH-31-1	l u u	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	34	HORN (ANATOMY)	FINNISH-34-1	s ɐ r v i	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	39	EAR	FINNISH-39-1	k o r v ɐ	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	40	EYE	FINNISH-40-1	s i l m a	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	41	NOSE	FINNISH-41-1	n e n a	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	43	TOOTH	FINNISH-43-1	h ɐ m m ɐ s	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	44	TONGUE	FINNISH-44-1	k i e l i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	47	KNEE	FINNISH-47-1	p o l v i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	48	HAND	FINNISH-48-1	k a s i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	51	BREAST	FINNISH-51-1	r i n t ɐ	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	53	LIVER	FINNISH-53-1	m ɐ k s ɐ	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	54	DRINK	FINNISH-54-1	dʒ u o	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	57	SEE	FINNISH-57-1	n a k e	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	58	HEAR	FINNISH-58-1	k u u l e	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	61	DIE	FINNISH-61-1	k u o l e	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	66	COME	FINNISH-66-1	t u l e	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	72	SUN	FINNISH-72-1	ɐ u r i n k o	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	74	STAR	FINNISH-74-1	t a h t i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	75	WATER	FINNISH-75-1	v e s i	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	77	STONE	FINNISH-77-1	k i v i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	82	FIRE	FINNISH-82-1	t u l i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	85	PATH	FINNISH-85-1	t i e	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	86	MOUNTAIN	FINNISH-86-1	v u o r i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	92	NIGHT	FINNISH-92-1	j ə	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	95	FULL	FINNISH-95-1	t a j s i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	96	NEW	FINNISH-96-1	u u s i	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	100	NAME	FINNISH-100-1	n i m i	1	true
